idind	dby8	dby8b	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	year_sample	col2013_1	repet2013_1	col2013_2	repet2013_2	col2014_1	repet2014_1	col2014_2	repet2014_2	col2015_1	repet2015_1	col2015_2	repet2015_2	col2016_1	repet2016_1	col2016_2	repet2016_2
1994	131	154	125	125	177	186	265	265	237	237	216	218	173	173	238	238	216	216	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
2126	131	154	136	136	175	186	265	268	231	233	211	218	169	173	247	247	220	232	M831	2015	NA	NA	NA	NA	M831	4	NA	NA	NA	NA	M831	6	NA	NA	NA	NA
1368	154	154	144	146	184	188	268	268	229	233	211	218	0	0	251	255	220	224	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	154	154	136	138	175	186	265	265	229	237	211	211	169	173	247	255	216	220	M831	2016	M831	1	M831	7	M831	1	NA	NA	NA	NA	NA	NA	M831	2	NA	NA
1239	154	154	136	136	183	186	265	284	229	231	211	216	169	190	234	243	216	220	M809	2014	NA	NA	M809	4	M809	1	M809	2	NA	NA	NA	NA	NA	NA	NA	NA
442	154	154	136	142	175	188	288	290	228	241	211	218	169	173	243	247	220	224	M811	2015	M811	1	M811	5	M811	2	M811	1	M811	2	NA	NA	NA	NA	M811	1
195	154	154	136	146	175	175	284	288	229	241	218	220	169	173	251	255	220	224	M831	2013	M831	2	M831	3	NA	NA	NA	NA	M831	1	M831	4	M831	3	M831	1
2184	131	154	136	138	186	188	288	288	228	237	211	218	169	173	251	251	220	220	M811	2014	NA	NA	NA	NA	NA	NA	M811	2	NA	NA	NA	NA	NA	NA	NA	NA
2097	154	154	136	136	186	186	288	288	237	239	216	216	0	0	0	0	216	216	CXSGT	2014	NA	NA	NA	NA	NA	NA	CXSGT	1	NA	NA	NA	NA	NA	NA	NA	NA
2016	154	154	125	138	175	184	268	290	241	241	211	218	169	169	247	247	224	224	M244	2014	NA	NA	NA	NA	M244	1	M244	1	NA	NA	M244	2	NA	NA	NA	NA
827	154	154	136	142	175	188	288	290	231	235	216	220	169	177	255	259	216	220	M815	2016	NA	NA	M815	2	NA	NA	M815	1	NA	NA	NA	NA	M815	2	M815	1
494	154	154	136	136	184	186	268	268	231	235	211	216	173	173	247	259	220	224	M244	2013	M244	2	NA	NA	NA	NA	M244	2	NA	NA	M244	1	NA	NA	NA	NA
6	154	154	134	136	186	188	286	288	229	229	211	216	169	169	255	255	212	220	M1979	2015	M1979	1	NA	NA	M1979	2	NA	NA	M1979	4	M1979	5	NA	NA	NA	NA
2124	154	154	136	136	190	190	286	293	229	229	220	220	169	177	247	251	216	216	M831	2014	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1561	131	154	134	134	175	188	268	288	228	231	216	218	173	177	238	255	220	220	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	M831	10	M831	1	NA	NA
2171	131	154	136	136	175	186	268	268	229	235	211	220	169	177	251	259	216	224	M1079	2014	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA
2582	154	154	136	136	175	190	268	288	228	231	216	224	173	173	255	259	212	212	M399	2015	NA	NA	NA	NA	NA	NA	NA	NA	M399	1	NA	NA	NA	NA	NA	NA
1669	0	0	136	148	175	175	268	288	0	0	216	216	173	173	259	259	220	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3775	154	154	136	136	0	0	288	288	243	243	228	228	0	0	243	243	224	224	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
2945	131	154	136	136	175	184	268	288	228	241	216	220	169	169	247	255	224	228	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
2897	131	154	134	136	175	175	0	0	235	235	0	0	169	169	247	247	216	216	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
952	154	154	136	136	188	190	268	286	229	241	211	216	177	177	255	255	220	224	M1106	2016	PP3	1	M1106	2	M1106	1	NA	NA	NA	NA	M1106	1	M1106	1	M1106	2
146	154	154	136	136	177	188	268	288	233	237	216	220	169	173	243	255	220	224	M831	2015	M831	4	M831	1	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	NA	NA
1343	154	154	125	146	184	186	284	286	233	239	216	218	169	181	234	238	212	228	M1975	2013	NA	NA	M1975	3	NA	NA	M1975	2	NA	NA	NA	NA	NA	NA	NA	NA
2427	131	154	136	136	188	188	288	288	229	237	218	220	169	177	255	263	224	224	M811	2015	NA	NA	NA	NA	NA	NA	NA	NA	M811	2	NA	NA	NA	NA	M811	1
2901	131	154	136	142	175	190	0	0	228	233	0	0	169	173	251	251	216	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA
1001	154	154	136	136	186	188	268	284	231	235	218	218	173	177	251	255	216	220	PP3	2013	PP3	1	PP3	1	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
192	154	154	136	138	175	177	265	268	231	235	216	216	169	177	251	251	220	232	M831	2014	NA	NA	M831	9	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2300	154	154	136	136	186	190	288	290	235	241	211	216	169	173	243	243	216	220	PP1	2016	NA	NA	NA	NA	NA	NA	PP1	1	PP1	2	PP1	2	PP1	1	NA	NA
412	154	154	136	136	177	186	290	290	228	235	220	220	173	173	238	255	216	220	M1102	2014	NA	NA	M1102	1	M1102	1	M1102	1	M1102	1	NA	NA	NA	NA	NA	NA
947	154	154	136	136	175	186	284	286	235	235	220	220	165	173	243	251	224	224	PP3	2013	NA	NA	M1106	2	PP3	1	NA	NA	NA	NA	M1106	2	NA	NA	M1106	1
3380	131	154	150	150	186	186	268	268	229	233	211	216	169	169	243	251	228	232	M1079	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	3	M1079	1
2130	131	154	136	136	175	177	288	288	233	241	216	216	169	169	255	263	216	224	M831	2015	NA	NA	NA	NA	M831	1	NA	NA	M831	2	M831	1	M831	1	M831	2
149	154	154	134	138	175	186	268	284	233	241	218	220	173	173	251	255	220	228	M831	2015	M831	3	M831	1	M831	1	NA	NA	M831	1	M831	8	NA	NA	NA	NA
252	131	154	136	136	175	188	268	268	231	231	218	218	169	173	247	251	224	232	M831	2014	M831	1	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1015	154	154	125	136	177	186	265	288	235	237	211	216	169	169	247	259	216	224	CXSGT	2014	CXSGT	3	CXSGT	1	CXSGT	1	CXSGT	4	NA	NA	CXSGT	1	NA	NA	CXSGT	1
3020	154	154	136	136	186	190	288	290	235	243	211	216	169	173	238	251	216	220	M1106	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	1	M1106	3	NA	NA
2107	154	154	136	136	173	183	265	268	233	235	218	220	165	169	259	263	216	224	M815	2014	NA	NA	NA	NA	M815	1	M815	4	M815	1	M815	6	M815	1	M815	2
925	131	154	136	138	175	188	288	290	229	233	211	216	169	173	251	251	220	220	M813	2013	M813	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3411	131	154	136	136	177	188	268	290	233	239	207	216	169	169	247	251	224	224	M811	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	M811	2
3148	131	154	136	136	186	186	268	268	229	233	211	216	169	173	247	251	224	232	M811	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA	NA	NA
1143	131	154	136	138	186	186	265	288	235	235	216	216	169	169	255	255	216	216	CXSGT	2013	CXSGT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23	154	154	125	136	175	186	265	268	228	231	211	218	169	169	243	247	220	224	M815	2013	M815	4	M815	2	M815	1	M815	2	M815	4	NA	NA	M815	3	NA	NA
223	154	154	136	136	177	188	284	290	231	233	220	220	169	169	247	247	220	224	M831	2013	M831	2	M831	5	M831	2	NA	NA	M831	1	M831	7	M831	1	M831	7
406	154	154	136	136	175	175	265	288	229	239	218	222	169	169	251	255	216	228	M1102	2014	NA	NA	M1102	1	NA	NA	M1102	2	M1102	1	NA	NA	M1102	1	NA	NA
2823	154	154	136	142	175	186	268	284	233	237	216	216	169	173	251	263	216	228	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	3	M831	1	NA	NA
964	154	154	146	146	175	190	0	0	229	231	0	0	169	169	243	247	220	220	M1106	2013	NA	NA	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3925	154	154	136	136	186	186	268	288	229	229	216	216	169	169	238	251	220	220	M1106	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	1
1819	131	154	136	136	190	190	286	288	229	237	216	218	169	173	247	251	228	232	M1102	2014	NA	NA	NA	NA	M1102	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3687	154	154	0	0	177	177	284	284	241	241	0	0	169	169	251	251	224	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
380	154	154	136	136	175	188	268	290	233	233	216	218	169	169	251	263	220	220	M811	2013	M811	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2241	131	154	136	136	184	190	268	268	228	235	216	216	169	177	238	238	216	216	M1102	2015	NA	NA	NA	NA	NA	NA	M1102	1	M1102	1	NA	NA	NA	NA	NA	NA
3795	131	154	136	136	175	184	286	288	233	241	214	216	173	173	238	238	216	220	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
437	154	154	136	136	186	186	268	268	237	237	211	220	169	169	251	263	220	228	M811	2013	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	131	154	136	146	186	186	268	268	229	237	211	218	169	173	255	259	220	220	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2971	131	154	136	136	175	190	248	274	229	235	216	220	173	177	247	259	224	224	M399	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M399	1	NA	NA	NA	NA
178	154	154	136	136	0	0	284	284	231	231	220	220	169	169	255	255	220	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2937	131	154	136	136	188	188	0	0	241	241	211	211	169	169	255	255	220	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
1902	154	154	138	146	186	188	265	288	228	237	211	216	169	169	259	259	224	228	M809	2015	NA	NA	NA	NA	M809	1	M809	4	NA	NA	M809	1	M809	4	NA	NA
1928	154	154	134	138	186	188	268	268	228	231	216	216	169	173	247	259	224	232	M831	2014	NA	NA	NA	NA	M831	1	M831	2	M831	1	NA	NA	NA	NA	M831	1
1516	154	154	138	150	175	186	265	284	235	239	211	216	169	177	247	255	220	228	M1079	2013	M1079	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3097	131	154	134	136	188	190	0	0	237	237	216	216	169	169	234	243	220	224	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA
2774	154	154	142	142	186	186	0	0	233	233	0	0	169	169	238	255	224	224	M1551	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA
752	154	154	136	138	173	175	268	290	237	243	211	218	169	173	238	251	208	224	M1106	2014	M1106	1	M1106	1	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3664	131	154	136	136	183	186	268	288	228	241	216	216	169	173	255	259	212	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
3376	131	154	136	136	175	186	265	265	237	241	218	226	169	173	243	255	216	220	M813	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1
2727	131	154	136	138	184	190	0	0	228	229	216	216	169	173	247	263	220	220	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	5	NA	NA	NA	NA
1179	131	154	136	136	186	190	286	290	239	241	216	218	169	169	238	243	220	224	M1113	2015	NA	NA	M1113	1	M1113	1	NA	NA	M1113	1	NA	NA	NA	NA	NA	NA
336	154	154	136	136	186	190	268	288	228	239	211	220	173	177	251	251	216	216	M811	2016	M811	2	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	M811	2	M811	1
1132	154	154	136	138	186	186	284	288	239	239	216	218	169	169	234	238	212	220	M1975	2016	M1975	2	NA	NA	M1975	3	NA	NA	NA	NA	NA	NA	M1975	2	M1975	2
1875	154	154	125	146	175	188	268	286	235	241	216	216	169	169	243	251	224	228	M809	2014	NA	NA	NA	NA	M809	2	M809	1	NA	NA	NA	NA	NA	NA	M809	1
406	154	154	136	136	175	175	265	288	229	239	218	222	169	169	251	255	216	228	M1102	2015	NA	NA	M1102	1	NA	NA	M1102	2	M1102	1	NA	NA	M1102	1	NA	NA
1856	131	154	136	136	175	175	290	290	233	235	210	216	169	169	251	255	216	220	M1102	2014	NA	NA	NA	NA	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3139	154	154	136	136	186	188	265	268	233	239	211	220	169	169	243	259	216	224	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	M809	3	M809	2
2088	0	0	136	138	184	190	265	284	235	235	216	216	0	0	234	251	212	220	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
3674	154	154	0	0	175	184	284	288	233	233	216	216	169	169	247	247	224	228	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
331	154	154	136	136	175	186	268	268	228	229	216	226	169	169	243	251	224	224	M811	2013	NA	NA	M811	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3412	154	154	136	136	173	186	265	288	235	235	0	0	0	0	247	247	216	216	M813	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1
1682	154	154	134	136	183	188	268	288	233	235	216	220	169	169	234	238	220	220	M1106	2014	NA	NA	NA	NA	PP3	3	NA	NA	PP3	1	PP3	3	PP3	2	NA	NA
1467	154	154	136	136	186	186	284	288	229	235	211	220	169	177	243	251	216	216	M1079	2013	M1079	2	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA
1044	154	154	136	136	186	186	268	290	239	239	216	220	169	177	243	251	216	220	M809	2013	M809	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283	133	133	134	136	183	186	265	265	233	233	216	216	173	173	255	259	0	0	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
662	131	154	136	136	175	188	265	268	233	233	211	216	169	169	251	255	216	220	M831	2014	M831	1	M831	1	M831	1	NA	NA	M831	1	M831	1	NA	NA	NA	NA
3269	154	154	136	136	186	186	0	0	228	229	216	220	169	169	247	251	212	220	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
706	154	154	136	136	186	188	268	288	239	241	216	216	169	177	251	255	216	228	M1106	2013	M1106	6	M1106	5	NA	NA	M1106	1	M1106	2	M1106	1	M1106	3	NA	NA
2848	131	154	136	136	175	175	288	288	231	235	211	220	169	169	255	255	216	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	2	M831	1	NA	NA
1260	154	154	136	146	186	186	268	268	231	241	211	211	169	169	251	255	224	228	M809	2014	NA	NA	M809	2	M809	2	M809	2	NA	NA	M809	3	M809	4	M809	2
1293	154	154	136	136	177	184	268	288	231	241	210	211	169	177	247	251	224	228	P412	2013	P412	3	P412	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	154	154	125	136	188	188	268	268	228	229	216	220	169	169	251	251	216	216	M1979	2013	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
431	154	154	136	146	175	188	268	288	229	235	211	220	173	173	238	238	220	228	M811	2016	M811	3	NA	NA	NA	NA	M811	6	NA	NA	M811	3	M811	1	M811	3
55	154	154	136	136	188	190	268	288	231	237	211	216	169	169	251	263	216	224	M815	2016	M815	1	M815	1	M815	1	M815	5	NA	NA	M815	4	M815	4	NA	NA
3888	154	154	136	136	175	175	0	0	228	229	211	211	169	169	0	0	216	224	M1079	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA
3077	154	154	136	136	177	184	0	0	237	237	211	211	169	173	247	251	220	228	M244	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA
504	131	154	125	136	175	175	268	288	231	241	211	216	169	173	251	251	212	224	M244	2013	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2072	154	154	136	136	188	188	288	288	229	229	216	220	169	169	247	251	220	228	M1106	2014	NA	NA	NA	NA	NA	NA	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA
204	131	154	125	136	175	186	268	288	229	233	216	218	169	173	247	259	220	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2956	131	154	136	136	175	190	0	0	231	231	211	211	169	169	251	251	220	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
2019	154	154	136	136	184	184	268	290	229	235	210	211	169	173	251	251	216	216	M244	2014	NA	NA	NA	NA	NA	NA	M244	2	NA	NA	NA	NA	M244	1	M244	1
3578	154	154	136	136	188	190	268	286	229	229	211	211	177	177	255	267	220	224	M1106	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1106	1	NA	NA
319	154	154	136	136	177	188	288	288	228	237	211	220	169	173	255	263	224	224	M811	2016	M811	2	M811	7	M811	2	M811	2	M811	5	M811	5	NA	NA	M811	2
3349	131	154	138	138	177	188	268	284	233	241	216	216	169	173	251	255	212	220	M1102	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1	M1102	1
351	131	154	136	136	186	188	268	268	229	239	220	220	169	169	247	247	220	232	M1112	2014	NA	NA	M811	1	M1112	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	131	154	136	146	175	186	268	268	231	241	207	216	169	169	251	259	216	224	M813	2013	NA	NA	M813	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	6
647	154	154	125	136	175	186	268	284	231	235	218	220	169	173	247	251	220	224	M1551	2016	M1551	1	NA	NA	M1551	1	M1551	1	M1551	1	M1551	2	M1551	1	NA	NA
182	131	154	136	136	175	175	268	284	233	235	210	216	169	169	255	259	216	216	M831	2015	NA	NA	M831	1	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
1369	131	154	136	146	175	175	284	284	229	233	216	218	0	0	251	255	212	216	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
586	154	154	125	136	175	188	288	290	241	241	216	220	165	173	247	263	220	224	M244	2015	M244	1	NA	NA	NA	NA	M244	3	NA	NA	M244	1	NA	NA	NA	NA
2693	131	154	136	136	183	183	0	0	229	241	216	218	173	173	247	247	212	216	M1112	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA	NA	NA
2149	154	154	136	136	186	186	268	284	229	229	211	211	169	169	251	255	212	216	M1079	2014	NA	NA	NA	NA	NA	NA	M1079	4	NA	NA	NA	NA	NA	NA	NA	NA
1995	154	154	136	136	188	188	268	288	229	235	216	228	173	173	238	251	216	232	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
3542	131	154	136	136	186	186	268	268	0	0	216	216	169	169	243	251	220	232	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA
1121	154	154	134	136	188	188	268	290	235	235	216	218	169	173	251	251	216	220	PP1	2013	PP1	3	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA
455	154	154	136	136	183	188	268	288	233	241	216	216	169	169	251	251	220	224	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3673	131	154	136	136	175	188	268	268	235	241	0	0	169	169	251	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
368	154	154	0	0	184	188	265	265	0	0	228	228	165	165	261	261	208	208	M811	2013	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
726	154	154	136	136	173	183	288	293	239	239	216	226	169	169	243	255	220	220	M1106	2013	M1106	2	NA	NA	M1106	1	NA	NA	M1106	4	NA	NA	NA	NA	M1106	1
2109	154	154	136	136	186	190	286	290	233	237	216	220	169	169	251	251	216	224	M815	2015	NA	NA	NA	NA	M815	5	M815	7	NA	NA	M815	3	M815	1	M815	2
3597	154	154	125	136	175	175	265	284	231	235	220	226	169	173	247	251	220	224	M244	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA
1599	154	154	136	136	175	190	268	288	228	231	211	216	173	173	251	251	212	212	M399	2013	NA	NA	M399	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1455	154	154	136	136	186	186	268	294	231	231	216	216	173	173	247	263	212	216	M399	2013	M399	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
932	131	154	125	138	188	188	265	284	231	233	211	220	173	177	234	251	220	220	M813	2013	M813	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	154	154	136	136	188	188	288	290	229	239	216	216	169	177	243	247	216	220	PP3	2014	NA	NA	NA	NA	PP3	2	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
1568	154	154	136	148	175	175	268	290	228	239	211	216	169	169	251	259	220	224	M831	2013	M831	2	M831	1	NA	NA	NA	NA	NA	NA	M831	3	M831	1	NA	NA
2879	131	154	136	136	175	186	268	290	233	235	216	220	165	173	234	251	216	216	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	M831	5
170	154	154	136	136	177	183	268	288	233	235	216	216	173	173	247	255	224	232	M831	2016	M831	2	M831	10	NA	NA	M831	1	M831	2	M831	2	M831	2	NA	NA
230	154	154	136	136	186	188	268	290	233	235	211	220	169	169	247	247	220	220	M831	2013	M831	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	131	154	136	136	175	177	268	288	228	231	216	218	169	169	234	259	224	224	M811	2015	NA	NA	NA	NA	M811	2	M811	2	NA	NA	M811	2	NA	NA	NA	NA
2302	154	154	136	136	186	186	265	288	229	229	211	216	169	169	255	255	212	212	M1979	2015	NA	NA	NA	NA	NA	NA	M1979	2	NA	NA	M1979	5	NA	NA	NA	NA
3082	154	154	136	136	175	184	0	0	237	237	0	0	169	173	247	251	216	224	M244	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA
3317	131	154	146	146	175	186	288	290	228	228	0	0	0	0	238	247	212	216	M1975	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	1
2873	154	154	136	136	175	177	268	284	228	233	216	218	169	173	247	255	220	228	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	M831	3	NA	NA
1082	154	154	136	138	184	186	268	290	229	231	216	216	169	173	255	255	212	220	M1975	2015	M1975	6	NA	NA	NA	NA	M1975	1	M1975	1	M1975	2	M1975	5	NA	NA
2731	154	154	138	138	183	183	0	0	229	229	211	216	173	173	243	251	220	220	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA
1163	154	154	125	138	0	0	288	290	233	233	0	0	169	173	247	251	220	228	M1113	2013	NA	NA	M1113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3236	154	154	136	146	175	190	268	288	228	233	216	220	165	169	247	259	220	228	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
3068	154	154	136	136	186	188	0	0	229	235	216	216	169	169	255	255	216	220	M1979	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1979	1	NA	NA	NA	NA
3192	154	154	136	138	175	175	268	284	229	233	216	216	169	173	243	255	216	228	M1102	2016	NA	NA	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA	M1102	1	NA	NA
1617	154	154	136	142	177	188	284	290	229	237	216	218	169	169	247	255	224	228	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
577	154	154	138	138	177	188	268	268	231	239	216	216	169	173	247	259	220	224	M244	2016	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M244	2	NA	NA
2110	154	154	136	136	188	188	286	288	228	237	211	218	169	169	238	251	224	224	M815	2015	NA	NA	NA	NA	M815	3	M815	5	M815	3	NA	NA	NA	NA	M815	5
1919	154	154	136	136	186	186	268	286	233	235	211	216	169	173	251	255	216	220	M831	2014	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	154	154	136	146	175	175	284	288	229	241	218	220	169	173	251	255	220	224	M831	2016	M831	2	M831	3	NA	NA	NA	NA	M831	1	M831	4	M831	3	M831	1
1950	154	154	136	136	186	188	265	268	228	235	216	226	173	173	247	255	216	220	M831	2015	NA	NA	NA	NA	M831	1	M831	6	M831	1	M831	1	NA	NA	M831	3
2326	154	154	136	142	177	177	268	284	233	235	216	220	165	169	255	255	224	224	M831	2015	NA	NA	NA	NA	M831	1	NA	NA	M831	3	NA	NA	NA	NA	NA	NA
336	154	154	136	136	186	190	268	288	228	239	211	220	173	177	251	251	216	216	M811	2013	M811	2	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	M811	2	M811	1
3264	154	154	136	136	175	188	284	284	228	241	216	220	173	173	247	255	212	216	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	NA	NA	NA	NA
365	154	154	134	136	186	190	268	268	237	241	211	220	169	173	251	263	220	228	M811	2016	M811	4	NA	NA	NA	NA	M811	1	NA	NA	M811	8	NA	NA	M811	4
3541	131	154	136	142	177	188	284	288	233	239	211	216	165	173	251	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA
3467	131	154	136	136	175	188	290	290	231	231	0	0	169	169	247	247	216	224	M1113	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1113	1
35	154	154	136	136	175	188	265	268	228	241	216	218	169	173	247	251	224	224	M815	2016	M815	3	NA	NA	M815	1	M815	1	M815	3	NA	NA	M815	1	NA	NA
