idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
3984	136	136	186	186	288	288	228	237	218	218	169	177	243	247	228	232	Thu39	F	Juv	2017	NA	NA	NA	NA	NA	Thu39
3985	136	136	186	186	288	288	228	237	218	218	169	177	247	255	220	232	Thu39	F	Adult	2015	Thu39	Thu39	NA	Thu39	NA	NA
3986	136	136	186	186	288	288	228	237	215	220	177	177	238	255	220	220	Thu32	F	Adult	2016	NA	NA	Thu32	Thu32	NA	NA
3987	136	136	186	186	288	288	228	237	0	0	169	177	238	238	212	220	Thu32	F	Adult	2016	NA	NA	Thu32	Thu32	Thu32	Thu32
3988	136	136	186	186	288	288	228	237	218	218	169	177	243	243	228	232	Thu39	F	Adult	2016	NA	NA	Thu39	Thu39	NA	Thu39
3989	136	136	186	186	288	288	228	229	215	215	177	177	238	263	212	220	Thu27	F	Juv	2017	NA	NA	NA	NA	NA	Thu27
3990	136	136	186	186	288	288	228	229	215	218	169	177	238	251	212	220	Thu31	F	Juv	2015	NA	Thu31	NA	NA	NA	NA
3991	136	136	186	186	288	288	228	229	215	218	169	177	238	247	212	212	Thu20	F	Adult	2016	NA	NA	Thu20	NA	NA	Thu20
3992	136	136	186	186	288	288	228	229	215	218	169	169	238	238	212	212	Thu21	F	Adult	2015	Thu21	NA	NA	NA	NA	NA
3993	136	136	186	186	288	288	228	229	215	218	169	169	247	259	212	220	Thu32	F	Juv	2015	NA	Thu32	NA	NA	NA	NA
3994	136	136	186	186	288	288	228	229	215	218	169	169	238	247	212	228	Thu20	F	Adult	2015	Thu20	NA	NA	NA	NA	NA
3995	136	136	186	186	288	288	228	229	215	218	169	169	238	255	228	236	Thu31	F	Juv	2015	NA	Thu31	NA	NA	NA	NA
3997	136	136	186	186	288	288	228	235	214	215	169	169	259	270	212	224	Thu36	F	Adult	2015	Thu36	NA	NA	NA	NA	NA
3998	136	136	186	186	288	288	228	235	215	218	169	177	243	259	220	220	Thu39	F	Adult	2016	NA	NA	Thu39	NA	NA	NA
4000	136	136	186	186	288	288	228	235	218	218	169	173	247	259	220	220	Thu36	F	Adult	2017	NA	NA	NA	NA	Thu36	NA
4001	136	136	186	186	288	288	228	235	214	215	169	177	238	243	220	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	Thu32	Thu32
4003	136	136	186	186	288	288	228	235	214	218	169	177	247	247	212	220	Thu33	F	Adult	2015	Thu33	Thu33	NA	Thu33	Thu33	Thu33
4004	136	136	186	186	288	288	226	228	215	220	173	177	238	243	220	220	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4005	136	136	186	186	288	288	226	228	215	220	177	177	247	259	220	220	Thu27	F	Adult	2016	NA	NA	Thu27	NA	NA	NA
4006	136	136	186	186	288	288	226	228	215	215	177	177	247	259	220	220	Thu27	F	Adult	2016	NA	NA	Thu27	Thu27	NA	NA
4007	136	136	186	186	288	288	226	228	215	215	169	177	251	251	220	220	Thu29	F	Adult	2015	Thu29	NA	Thu29	NA	NA	NA
4009	136	136	186	186	288	288	226	228	215	215	169	177	243	247	212	224	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4010	136	136	186	186	288	288	226	228	215	215	169	177	247	247	212	220	Thu27	F	Juv	2016	NA	NA	NA	Thu27	NA	NA
4012	136	136	186	186	288	288	226	228	215	215	169	177	247	247	220	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
4013	136	136	186	186	288	288	226	228	215	215	169	169	247	259	220	224	Thu36	F	Adult	2015	Thu36	Thu36	NA	Thu36	NA	NA
4017	136	136	186	186	288	288	226	228	214	220	169	177	259	259	236	236	Thu22	F	Juv	2016	NA	NA	NA	Thu22	NA	NA
4018	136	136	186	186	288	288	226	228	214	215	177	177	255	259	220	220	Thu27	F	Adult	2015	Thu33	Thu33	NA	Thu33	NA	Thu33
4019	136	136	186	186	288	288	226	228	214	215	169	177	243	243	228	228	Thu20	F	Adult	2015	Thu20	NA	NA	NA	NA	Thu20
4020	136	136	186	186	288	288	226	228	214	215	169	177	243	243	220	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
4021	136	136	186	186	288	288	226	228	214	215	169	169	238	243	212	220	Thu36	F	Adult	2015	Thu36	NA	NA	NA	NA	NA
4022	136	136	186	186	288	288	226	228	214	214	169	177	243	259	212	212	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	Thu36
4023	136	136	186	186	288	288	226	228	214	214	169	177	243	247	212	224	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4024	136	136	186	186	288	288	226	228	214	214	169	177	247	255	212	220	Thu20	F	Adult	2015	Thu20	NA	Thu20	Thu20	Thu20	Thu20
4026	136	136	186	186	288	288	226	228	215	218	169	177	243	247	212	228	Thu29	F	Juv	2017	NA	NA	NA	NA	NA	Thu29
4027	136	136	186	186	288	288	226	228	215	218	169	169	243	243	220	220	Thu36	F	Juv	2015	NA	Thu36	NA	NA	NA	NA
4028	136	136	186	186	288	288	226	228	215	218	169	169	234	247	212	220	Thu39	F	Adult	2015	Thu39	Thu39	NA	NA	NA	NA
4029	136	136	186	186	288	288	226	228	215	218	169	169	247	259	212	220	Thu37	F	Juv	2015	NA	Thu37	NA	NA	NA	NA
4030	136	136	186	186	288	288	226	228	215	218	169	169	243	255	220	224	Thu38	F	Adult	2015	Thu38	NA	NA	NA	NA	NA
4031	136	136	186	186	288	288	226	228	214	218	169	177	243	243	212	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
4032	136	136	186	186	288	288	226	228	214	218	169	177	255	255	228	228	Thu38	F	Juv	2015	NA	Thu38	NA	NA	NA	NA
4033	136	136	186	186	288	288	226	228	218	218	169	169	238	247	220	228	Thu31	F	Adult	2015	Thu31	Thu31	NA	NA	NA	NA
4034	136	136	186	186	288	288	226	228	0	0	169	177	259	263	212	224	Thu20	F	Adult	2017	NA	NA	NA	NA	Thu20	NA
4035	136	136	186	186	288	288	226	228	215	218	169	177	243	243	212	228	Thu29	F	Juv	2017	NA	NA	NA	NA	NA	Thu29
4036	136	136	186	186	288	288	226	228	0	0	169	169	243	270	220	220	Thu33	F	Juv	2017	NA	NA	NA	NA	NA	Thu33
4037	136	136	186	186	288	288	226	228	215	215	169	169	247	247	212	212	Thu39	F	Adult	2015	Thu39	NA	Thu39	NA	Thu39	Thu39
4038	136	136	186	186	288	288	226	228	215	215	169	169	243	255	220	232	Thu39	F	Adult	2015	Thu39	Thu39	NA	NA	Thu39	NA
4039	136	136	186	186	288	288	226	228	0	0	0	0	251	255	220	220	Thu31	F	Juv	2016	NA	NA	NA	Thu31	Thu31	NA
4040	136	136	186	186	288	288	228	228	224	226	169	169	251	251	220	228	Thu29	F	Adult	2016	NA	NA	Thu29	NA	NA	NA
4041	136	136	186	186	288	288	228	228	228	228	169	169	255	259	212	224	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
4043	136	136	186	186	288	288	228	228	212	215	169	177	251	263	212	220	Thu31	F	Juv	2016	NA	NA	NA	Thu31	NA	NA
4045	136	136	186	186	288	288	228	228	215	215	177	177	247	251	220	232	Thu33	F	Juv	2015	NA	Thu33	NA	NA	NA	NA
4046	136	136	186	186	288	288	228	228	215	215	177	177	247	251	220	220	Thu37	F	Adult	2016	NA	NA	Thu37	NA	Thu37	NA
4047	136	136	186	186	288	288	228	228	215	215	169	177	238	238	220	224	Thu32	F	Juv	2017	NA	NA	NA	NA	NA	Thu32
4050	136	136	186	186	288	288	228	228	215	215	169	177	247	247	220	224	Thu37	F	Adult	2015	Thu37	Thu37	NA	NA	NA	NA
4051	136	136	186	186	288	288	228	228	214	220	169	177	243	270	220	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	NA
4052	136	136	186	186	288	288	228	228	214	220	169	177	243	247	220	220	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
4053	136	136	186	186	288	288	228	228	214	215	177	177	259	259	212	220	Thu25	F	Juv	2015	NA	Thu25	NA	NA	NA	NA
4054	136	136	186	186	288	288	228	228	214	215	169	173	243	255	212	220	Thu29	F	Juv	2016	NA	NA	NA	Thu29	NA	NA
4055	136	136	186	186	288	288	228	228	214	215	169	177	243	259	212	212	Thu32	F	Adult	2015	Thu32	Thu32	NA	Thu32	NA	Thu32
4056	136	136	186	186	288	288	228	228	214	215	169	177	238	243	212	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
4057	136	136	186	186	288	288	228	228	214	215	169	177	251	255	224	224	Thu20	F	Juv	2016	NA	NA	NA	Thu20	NA	NA
4058	136	136	186	186	288	288	228	228	214	215	169	169	238	243	212	220	Thu25	F	Juv	2015	NA	Thu25	NA	NA	NA	NA
4059	136	136	186	186	288	288	228	228	214	215	169	169	255	259	212	224	Thu37	F	Adult	2015	Thu37	NA	NA	NA	Thu37	NA
4060	136	136	186	186	288	288	228	228	214	214	169	177	247	263	212	228	Thu32	F	Juv	2016	NA	NA	NA	Thu32	Thu32	NA
4061	136	136	186	186	288	288	228	228	214	214	169	177	255	255	220	220	Thu25	F	Adult	2015	Thu25	NA	Thu25	NA	NA	Thu25
4062	136	136	186	186	288	288	228	228	214	214	169	169	247	251	220	220	Thu29	F	Juv	2017	NA	NA	NA	NA	NA	Thu29
4063	136	136	186	186	288	288	228	228	218	220	169	169	243	270	220	220	Thu33	F	Juv	2016	NA	NA	NA	Thu33	NA	NA
4064	136	136	186	186	288	288	228	228	215	218	177	177	238	238	212	220	Thu20	F	Juv	2015	NA	Thu20	NA	NA	NA	NA
4065	136	136	186	186	288	288	228	228	215	218	169	177	238	263	212	236	Thu31	F	Juv	2017	NA	NA	NA	NA	NA	Thu31
4066	136	136	186	186	288	288	228	228	215	218	169	177	238	238	212	220	Thu32	F	Adult	2015	Thu32	Thu32	NA	Thu32	NA	Thu32
4067	136	136	186	186	288	288	228	228	215	218	169	177	243	243	212	220	Thu36	F	Juv	2015	NA	Thu36	NA	NA	NA	NA
4068	136	136	186	186	288	288	228	228	215	218	169	169	238	263	212	220	Thu31	F	Juv	2016	NA	NA	NA	Thu31	NA	Thu31
4069	136	136	186	186	288	288	228	228	215	218	169	169	238	238	212	220	Thu38	F	Juv	2015	NA	Thu38	NA	NA	NA	NA
4071	136	136	186	186	288	288	228	228	215	218	169	169	238	247	220	220	Thu32	F	Adult	2017	NA	NA	NA	NA	Thu32	NA
4072	136	136	186	186	288	288	228	228	215	218	169	169	243	247	212	220	Thu20	F	Juv	2015	NA	Thu20	Thu20	NA	NA	Thu20
4074	136	136	186	186	288	288	228	228	215	218	169	169	238	255	212	228	Thu31	F	Adult	2016	NA	NA	Thu31	NA	NA	Thu31
4076	136	136	186	186	288	288	228	228	214	218	169	169	243	251	216	228	Thu49	F	Juv	2015	NA	Thu49	NA	NA	NA	NA
4077	136	136	186	186	288	288	228	228	218	218	169	169	243	270	220	220	Thu33	F	Adult	2015	Thu33	Thu33	NA	NA	NA	Thu33
4078	136	136	186	186	288	288	228	228	0	0	173	177	259	259	220	224	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4079	136	136	186	186	288	288	228	228	215	220	177	177	247	251	220	220	Thu37	F	Juv	2016	NA	NA	NA	Thu37	NA	NA
4080	136	136	186	186	288	288	228	228	0	0	169	177	238	259	212	220	Thu26	F	Juv	2017	NA	NA	NA	NA	NA	Thu26
4081	136	136	186	186	288	288	228	228	215	215	169	177	243	259	212	212	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	Thu32
4083	136	136	186	186	288	288	228	228	0	0	169	177	243	247	220	228	Thu37	F	Juv	2017	NA	NA	NA	NA	NA	Thu37
4084	136	136	186	186	288	288	228	228	0	0	169	177	243	255	212	212	Thu26	F	Adult	2015	Thu26	NA	NA	NA	NA	NA
4085	136	136	186	186	288	288	228	228	0	0	169	169	234	251	216	224	Thu33	F	Adult	2017	NA	NA	NA	NA	Thu33	Thu33
4086	136	136	186	186	288	288	228	228	0	0	169	169	251	251	220	220	Thu29	F	Adult	2017	NA	NA	NA	NA	Thu29	NA
4087	136	136	186	186	288	288	228	228	0	0	169	169	243	259	212	212	Thu32	F	Juv	2016	NA	NA	NA	Thu32	Thu32	Thu32
4088	136	136	186	186	288	288	228	228	0	0	169	169	243	259	224	224	Thu36	F	Adult	2017	NA	NA	NA	NA	Thu36	NA
4089	136	136	186	186	288	288	228	228	0	0	169	169	243	259	212	220	Thu37	F	Adult	2017	NA	NA	NA	NA	Thu37	NA
4090	136	136	186	186	288	288	228	228	215	218	169	169	238	247	212	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	NA
4091	136	136	186	186	288	288	228	228	215	218	169	169	243	247	220	220	Thu24	F	Juv	2015	NA	Thu24	NA	Thu36	NA	NA
4092	136	136	186	186	288	288	228	228	220	220	169	169	255	255	236	236	Thu22	F	Adult	2015	Thu22	NA	NA	NA	Thu22	Thu22
4093	136	136	186	186	288	288	228	228	0	0	169	177	243	259	212	228	Thu32	F	Juv	2016	NA	NA	NA	Thu32	Thu32	Thu32
4094	136	136	186	186	288	288	228	228	0	0	0	0	238	243	212	224	Thu32	F	Adult	2017	NA	NA	NA	NA	Thu32	NA
4095	136	136	186	186	286	290	226	237	214	215	169	177	234	263	212	220	Thu26	F	Adult	2015	Thu26	Thu26	Thu26	Thu26	Thu26	Thu26
4096	136	136	186	186	286	290	226	237	0	0	169	177	234	261	212	220	Thu26	F	Adult	2017	NA	NA	NA	NA	Thu26	NA
4097	136	136	186	186	286	290	226	229	218	228	169	169	243	255	212	228	Thu21	F	Juv	2016	NA	NA	NA	Thu21	NA	NA
4098	136	136	186	186	286	290	226	235	215	218	169	169	238	247	220	224	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4100	136	136	186	186	286	290	226	226	214	215	169	169	243	259	224	232	Thu29	F	Adult	2016	NA	NA	Thu29	Thu29	Thu29	NA
4101	136	136	186	186	286	290	226	226	0	0	169	169	247	259	220	232	Thu39	F	Adult	2017	NA	NA	NA	NA	Thu39	NA
4102	136	136	186	186	286	290	226	226	0	0	0	0	238	255	212	220	Thu21	F	Adult	2017	NA	NA	NA	NA	Thu21	NA
4103	136	136	186	186	286	290	228	237	214	220	169	177	243	247	220	220	Thu20	F	Juv	2016	NA	NA	NA	Thu20	NA	NA
4104	136	136	186	186	286	290	228	237	214	214	169	169	247	247	212	212	Thu32	F	Adult	2016	NA	NA	Thu32	NA	NA	NA
4105	136	136	186	186	286	290	228	229	215	218	169	169	238	238	212	228	Thu21	F	Juv	2015	NA	Thu21	Thu21	NA	NA	NA
4106	136	136	186	186	286	290	228	229	215	218	169	169	247	247	224	228	Thu20	F	Adult	2017	NA	NA	NA	NA	Thu20	Thu20
4107	136	136	186	186	286	290	228	229	218	218	169	177	238	255	212	220	Thu21	F	Adult	2017	NA	NA	NA	NA	Thu21	NA
4108	136	136	186	186	286	290	228	229	0	0	169	169	255	255	212	212	Thu28	F	Adult	2017	NA	NA	NA	NA	Thu28	NA
4109	136	136	186	186	286	290	226	228	215	222	169	181	238	251	212	228	Thu21	F	Adult	2015	Thu21	Thu21	NA	NA	NA	NA
4110	136	136	186	186	286	290	226	228	218	226	169	181	238	255	212	212	Thu21	F	Adult	2016	NA	NA	Thu21	NA	NA	NA
4113	136	136	186	186	286	290	226	228	218	218	169	177	238	238	212	220	Thu21	F	Adult	2015	Thu21	NA	NA	Thu21	NA	Thu21
4115	136	136	186	186	286	290	226	228	218	218	165	169	251	255	212	220	Thu28	F	Adult	2016	NA	NA	Thu28	NA	NA	Thu28
4116	136	136	186	186	286	290	226	228	218	218	169	169	238	251	212	228	Thu21	F	Juv	2015	NA	Thu21	Thu21	Thu21	Thu21	NA
4117	136	136	186	186	286	290	226	228	0	0	169	169	238	238	212	220	Thu21	F	Adult	2016	NA	NA	Thu21	NA	Thu21	Thu21
4118	136	136	186	186	286	290	228	228	215	215	169	169	251	251	212	220	Thu20	F	Juv	2017	NA	NA	NA	NA	NA	Thu20
4119	136	136	186	186	286	290	228	228	215	215	169	169	238	259	220	224	Thu32	F	Juv	2017	NA	NA	NA	NA	NA	Thu32
4120	136	136	186	186	286	290	228	228	214	215	177	177	251	251	220	220	Thu20	F	Adult	2015	Thu20	NA	NA	Thu20	NA	NA
4121	136	136	186	186	286	290	228	228	218	228	169	169	238	255	212	228	Thu30	F	Adult	2016	NA	NA	Thu30	NA	NA	NA
4124	136	136	186	186	286	290	228	228	218	218	169	177	255	255	220	220	Thu30	F	Juv	2015	NA	Thu30	NA	NA	NA	Thu30
4125	136	136	186	186	286	290	228	228	0	0	169	177	255	255	220	228	Thu30	F	Juv	2017	NA	NA	NA	NA	NA	Thu30
4126	136	136	186	186	286	290	228	228	215	218	169	181	255	255	212	228	Thu21	F	Juv	2016	NA	NA	NA	Thu21	Thu21	NA
4127	136	136	186	186	286	290	228	228	218	220	169	177	255	255	220	220	Thu30	F	Adult	2016	NA	NA	Thu30	NA	Thu30	NA
4128	136	136	186	186	268	286	237	237	215	220	169	177	255	263	220	220	Thu39	F	Juv	2017	NA	NA	NA	NA	NA	Thu39
4129	136	136	186	186	268	286	229	241	215	218	169	177	247	255	212	228	Thu21	F	Juv	2015	NA	Thu21	NA	NA	NA	NA
4130	136	136	186	186	268	286	229	229	214	218	169	169	238	251	212	220	Thu21	F	Juv	2016	NA	NA	NA	Thu21	NA	NA
4131	136	136	186	186	268	286	229	229	218	218	169	181	238	255	212	216	Thu28	F	Juv	2015	NA	Thu28	NA	NA	NA	NA
4133	136	136	186	186	268	286	229	229	218	218	169	177	238	255	220	228	Thu30	F	Juv	2015	NA	Thu30	Thu30	Thu30	Thu30	Thu30
4134	136	136	186	186	268	286	229	229	0	0	169	169	238	255	220	228	Thu30	F	Adult	2017	NA	NA	NA	NA	Thu30	NA
4135	136	136	186	186	268	286	224	226	0	0	0	0	251	255	212	228	Thu26	F	Adult	2017	NA	NA	NA	NA	Thu26	NA
4136	136	136	186	186	268	286	226	229	218	218	165	169	255	255	212	212	Thu30	F	Juv	2016	NA	NA	NA	Thu30	NA	NA
4137	136	136	186	186	268	286	226	229	218	218	165	169	255	255	212	220	Thu30	F	Adult	2015	Thu30	Thu30	Thu30	Thu30	Thu30	NA
4138	136	136	186	186	268	286	226	226	215	218	169	169	247	247	212	224	Thu33	F	Juv	2016	NA	NA	NA	Thu33	NA	NA
4139	136	136	186	186	268	286	226	226	0	0	169	169	0	0	212	212	Thu21	F	Adult	2017	NA	NA	NA	NA	Thu21	NA
4141	136	136	186	186	268	286	228	241	215	218	169	169	247	255	220	228	Thu28	F	Juv	2015	NA	Thu28	NA	NA	NA	NA
4143	136	136	186	186	268	286	228	241	218	228	169	181	255	255	228	228	Thu30	F	Adult	2016	NA	NA	Thu30	NA	Thu30	NA
4144	136	136	186	186	268	286	228	241	0	0	169	181	255	255	220	228	Thu21	F	Juv	2017	NA	NA	NA	NA	NA	Thu21
4145	136	136	186	186	268	286	228	237	215	220	169	177	238	251	212	220	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4146	136	136	186	186	268	286	228	237	215	215	169	177	243	259	212	220	Thu26	F	Juv	2016	NA	NA	NA	Thu26	NA	NA
4147	136	136	186	186	268	286	228	237	214	214	169	177	238	251	212	220	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
4148	136	136	186	186	268	286	228	229	218	228	181	181	234	238	216	228	Thu28	F	Juv	2016	NA	NA	NA	Thu28	NA	NA
4149	136	136	186	186	268	286	228	229	212	218	169	169	255	259	212	220	Thu21	F	Juv	2016	NA	NA	NA	Thu21	NA	NA
4155	136	136	186	186	268	286	228	229	218	218	169	181	238	251	212	220	Thu21	F	Juv	2016	NA	NA	NA	Thu21	Thu21	Thu21
4156	136	136	186	186	268	286	228	229	218	218	169	181	238	255	212	216	Thu28	F	Juv	2015	NA	Thu28	NA	NA	NA	NA
4158	136	136	186	186	268	286	228	229	218	218	169	181	255	255	216	220	Thu21	F	Adult	2016	NA	NA	Thu21	NA	NA	Thu21
4159	136	136	186	186	268	286	228	229	218	218	169	169	238	238	212	220	Thu30	F	Juv	2015	NA	Thu30	NA	Thu30	Thu30	NA
4160	136	136	186	186	268	286	228	229	218	218	181	181	238	255	212	228	Thu28	F	Juv	2015	NA	Thu28	Thu28	NA	Thu28	Thu28
4161	136	136	186	186	268	286	228	229	214	218	169	181	238	255	212	228	Thu21	F	Adult	2015	Thu21	Thu21	NA	NA	NA	Thu21
4162	136	136	186	186	268	286	228	229	0	0	169	169	238	251	212	228	Thu21	F	Adult	2017	NA	NA	NA	NA	Thu21	Thu21
4163	136	136	186	186	268	286	228	229	218	218	169	181	238	255	212	228	Thu21	F	Adult	2016	NA	NA	Thu21	Thu21	Thu21	Thu21
4166	136	136	186	186	268	286	228	235	214	215	169	169	255	259	212	224	Thu36	F	Adult	2015	Thu36	NA	NA	Thu36	NA	NA
4168	136	136	186	186	268	286	226	228	215	215	169	177	247	247	220	224	Thu37	F	Adult	2016	NA	NA	Thu37	NA	Thu37	NA
4169	136	136	186	186	268	286	226	228	215	215	169	169	251	259	212	212	Thu21	F	Juv	2015	NA	Thu21	Thu21	Thu21	NA	Thu21
4170	136	136	186	186	268	286	226	228	214	215	169	169	251	255	212	220	Thu22	F	Adult	2016	NA	NA	Thu22	Thu22	NA	Thu22
4171	136	136	186	186	268	286	226	228	218	220	169	169	238	247	220	220	Thu32	F	Juv	2016	NA	NA	NA	Thu32	NA	NA
4173	136	136	186	186	268	286	226	228	218	218	169	181	238	251	212	228	Thu21	F	Juv	2015	NA	Thu21	NA	Thu21	NA	Thu21
4174	136	136	186	186	268	286	226	228	0	0	169	177	243	263	212	220	Thu26	F	Juv	2016	NA	NA	NA	Thu26	NA	NA
4175	136	136	186	186	268	286	226	228	215	218	169	169	243	243	212	228	Thu23	F	Adult	2015	Thu23	NA	Thu23	Thu23	Thu23	Thu23
4176	136	136	186	186	268	286	228	228	228	228	169	169	255	255	212	228	Thu30	F	Juv	2017	NA	NA	NA	NA	NA	Thu30
4177	136	136	186	186	268	286	228	228	215	220	169	169	247	247	220	220	Thu20	F	Juv	2016	NA	NA	NA	Thu20	NA	NA
4178	136	136	186	186	268	286	228	228	215	215	169	177	243	247	220	224	Thu20	F	Juv	2015	NA	Thu20	NA	NA	NA	NA
4179	136	136	186	186	268	286	228	228	215	215	169	169	247	259	220	224	Thu37	F	Adult	2015	Thu37	NA	NA	Thu37	NA	NA
4180	136	136	186	186	268	286	228	228	215	215	169	169	247	247	220	220	Thu20	F	Adult	2015	Thu20	Thu20	NA	Thu20	NA	NA
4181	136	136	186	186	268	286	228	228	215	215	169	169	251	255	220	228	Thu20	F	Adult	2015	Thu20	NA	NA	Thu20	NA	Thu38
4182	136	136	186	186	268	286	228	228	214	215	169	177	243	259	212	224	Thu37	F	Adult	2015	Thu37	Thu37	Thu37	NA	Thu37	NA
4183	136	136	186	186	268	286	228	228	214	215	169	177	247	247	212	216	Thu25	F	Adult	2015	Thu25	NA	NA	NA	Thu25	Thu25
4184	136	136	186	186	268	286	228	228	214	215	169	169	243	255	228	232	Thu29	F	Juv	2015	NA	Thu29	NA	Thu29	NA	NA
4185	136	136	186	186	268	286	228	228	214	214	169	177	255	259	212	228	Thu29	F	Adult	2015	Thu29	NA	NA	NA	NA	NA
4186	136	136	186	186	268	286	228	228	218	226	177	177	251	251	212	220	Thu26	F	Juv	2016	NA	NA	NA	Thu26	NA	NA
4187	136	136	186	186	268	286	228	228	218	228	165	169	238	255	212	228	Thu30	F	Adult	2016	NA	NA	Thu30	NA	NA	NA
4188	136	136	186	186	268	286	228	228	218	220	169	177	238	255	220	228	Thu30	F	Juv	2016	NA	NA	NA	Thu30	NA	NA
4189	136	136	186	186	268	286	228	228	215	218	169	177	243	251	212	220	Thu26	F	Juv	2015	NA	Thu26	NA	NA	NA	NA
4191	136	136	186	186	268	286	228	228	215	218	169	177	243	247	212	220	Thu32	F	Juv	2017	NA	NA	NA	NA	NA	Thu32
4192	136	136	186	186	268	286	228	228	215	218	169	169	238	255	212	228	Thu21	F	Adult	2015	Thu21	Thu21	NA	NA	Thu21	NA
4195	136	136	186	186	268	286	228	228	218	218	177	181	238	255	212	228	Thu28	F	Adult	2016	NA	NA	Thu28	NA	NA	NA
4197	136	136	186	186	268	286	228	228	218	218	169	181	251	255	220	228	Thu21	F	Adult	2016	NA	NA	Thu21	NA	NA	NA
4200	136	136	186	186	268	286	228	228	218	218	169	169	255	255	212	228	Thu30	F	Juv	2017	NA	NA	NA	NA	NA	Thu30
4201	136	136	186	186	268	286	228	228	218	218	165	181	238	255	212	220	Thu21	F	Juv	2015	NA	Thu21	Thu21	Thu21	Thu21	Thu21
4203	136	136	186	186	268	286	228	228	218	218	181	181	238	255	212	220	Thu28	F	Adult	2017	NA	NA	NA	NA	Thu28	NA
4204	136	136	186	186	268	286	228	228	215	218	169	177	243	247	212	232	Thu29	F	Adult	2015	Thu29	NA	NA	Thu29	Thu29	NA
4205	136	136	186	186	268	286	228	228	218	218	169	177	238	255	220	220	Thu30	F	Juv	2015	NA	Thu30	NA	NA	Thu30	Thu30
4206	136	136	186	186	268	286	228	228	214	218	169	169	243	247	212	220	Thu20	F	Juv	2016	NA	NA	NA	Thu20	Thu20	NA
4207	136	136	186	186	268	286	228	228	0	0	169	169	255	255	212	212	Thu21	F	Adult	2017	NA	NA	NA	NA	Thu21	NA
4208	136	136	186	186	268	286	228	228	0	0	0	0	238	238	212	220	Thu28	F	Adult	2016	NA	NA	Thu28	NA	NA	NA
4209	136	136	186	186	268	286	228	228	0	0	0	0	255	255	228	228	Thu30	F	Adult	2017	NA	NA	NA	NA	Thu30	NA
4210	136	136	186	186	286	288	235	237	214	214	169	177	243	259	212	224	Thu20	F	Juv	2017	NA	NA	NA	NA	NA	Thu20
4211	136	136	186	186	286	288	226	237	214	214	169	177	243	251	220	224	Thu29	F	Juv	2017	NA	NA	NA	NA	NA	Thu29
4212	136	136	186	186	286	288	226	237	218	218	169	173	247	247	220	220	Thu32	F	Juv	2017	NA	NA	NA	NA	NA	Thu32
4214	136	136	186	186	286	288	228	237	222	224	165	169	243	270	212	224	Thu39	F	Juv	2017	NA	NA	NA	NA	NA	Thu39
4215	136	136	186	186	286	288	228	237	215	215	169	169	238	243	212	228	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
4216	136	136	186	186	286	288	228	237	214	215	169	177	243	270	212	224	Thu39	F	Juv	2016	NA	NA	NA	Thu39	Thu39	Thu39
4217	136	136	186	186	286	288	228	237	214	214	169	169	238	243	212	228	Thu23	F	Juv	2017	NA	NA	NA	NA	NA	Thu23
4218	136	136	186	186	286	288	228	237	212	218	169	169	247	247	212	220	Thu33	F	Juv	2016	NA	NA	NA	Thu33	NA	NA
4219	136	136	186	186	286	288	228	237	215	218	169	177	247	255	212	220	Thu20	F	Adult	2015	Thu20	Thu20	NA	NA	NA	NA
4220	136	136	186	186	286	288	228	237	215	218	169	169	243	247	212	220	Thu38	F	Adult	2016	NA	NA	Thu38	NA	NA	NA
4222	136	136	186	186	286	288	228	237	214	218	169	169	247	251	220	224	Thu36	F	Juv	2016	NA	NA	NA	Thu36	NA	NA
4223	136	136	186	186	286	288	228	229	214	228	169	169	238	243	220	228	Thu32	F	Adult	2016	NA	NA	Thu32	NA	NA	NA
4224	136	136	186	186	286	288	228	235	215	215	169	169	247	259	220	220	Thu36	F	Juv	2017	NA	NA	NA	NA	NA	Thu36
