"offspring" "father" "mother" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35"
1348 NA 1090 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 288 288 229 235 211 216 169 169 251 259 212 224
2085 NA 1094 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 186 284 288 229 233 211 216 169 169 255 259 220 224
4044 NA 1094 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 186 284 288 229 233 211 216 169 169 255 259 220 224
1225 NA 1095 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 268 290 237 239 216 220 169 177 243 251 216 220
2314 NA 1095 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 268 290 237 239 216 220 169 177 243 251 216 220
1366 NA 1100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 268 231 241 211 216 169 181 255 263 216 228
3992 NA 1100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 268 231 241 211 216 169 181 255 263 216 228
3125 NA 1100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 268 231 241 211 216 169 181 255 263 216 228
2982 NA 1103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 146 184 188 268 288 229 233 211 218 169 177 251 255 220 224
2096 NA 1103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 146 184 188 268 288 229 233 211 218 169 177 251 255 220 224
1379 NA 1103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 146 184 188 268 288 229 233 211 218 169 177 251 255 220 224
2316 NA 1105 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 188 268 288 229 237 216 216 169 169 234 259 220 220
4032 NA 1105 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 188 268 288 229 237 216 216 169 169 234 259 220 220
1229 NA 1106 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 188 286 288 237 241 218 218 165 177 251 259 216 224
3121 NA 1109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 268 284 235 235 216 216 173 177 259 263 220 220
1341 NA 1109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 268 284 235 235 216 216 173 177 259 263 220 220
2264 NA 1109 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 268 284 235 235 216 216 173 177 259 263 220 220
1384 NA 1116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 177 186 268 288 231 235 216 220 169 181 234 255 208 220
1385 NA 1116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 177 186 268 288 231 235 216 220 169 181 234 255 208 220
3313 NA 1116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 177 186 268 288 231 235 216 220 169 181 234 255 208 220
2244 NA 1119 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 268 290 231 231 216 216 0 0 255 255 212 220
3463 NA 1124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 265 229 229 210 220 169 169 251 251 220 220
2078 NA 1124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 265 229 229 210 220 169 169 251 251 220 220
2941 NA 1124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 265 229 229 210 220 169 169 251 251 220 220
1378 NA 1124 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 265 229 229 210 220 169 169 251 251 220 220
2093 NA 1132 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 284 288 239 239 216 218 169 169 234 238 212 220
3312 NA 1132 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 284 288 239 239 216 218 169 169 234 238 212 220
1992 NA 1173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 177 268 288 229 237 216 220 169 177 255 259 224 224
1730 NA 1173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 177 268 288 229 237 216 220 169 177 255 259 224 224
2920 NA 1173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 177 268 288 229 237 216 220 169 177 255 259 224 224
2618 NA 1400 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 186 186 282 282 0 0 211 211 169 173 0 0 216 216
1587 NA 1421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 177 186 268 284 229 235 211 218 169 169 251 255 216 224
2149 NA 1421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 177 186 268 284 229 235 211 218 169 169 251 255 216 224
2159 NA 1431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 150 186 186 286 288 229 235 211 218 169 169 247 251 212 224
1581 NA 1445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 265 268 229 233 207 216 169 169 243 255 216 216
2668 NA 1445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 265 268 229 233 207 216 169 169 243 255 216 216
2700 NA 1451 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 183 186 268 268 231 235 216 216 173 173 243 243 220 228
3388 NA 1489 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 150 186 186 284 288 229 229 211 216 169 169 251 251 212 224
1574 NA 1497 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 284 229 239 210 210 169 173 243 255 212 220
1577 NA 1505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 288 229 239 210 216 169 169 255 255 216 216
1628 NA 1510 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 183 184 268 286 235 237 207 212 173 177 255 259 216 224
2698 NA 1510 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 183 184 268 286 235 237 207 212 173 177 255 259 216 224
1583 NA 1513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 150 186 188 284 284 235 235 216 220 169 173 251 251 212 216
2694 NA 1513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 150 186 188 284 284 235 235 216 220 169 173 251 251 212 216
1586 NA 1520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 134 186 188 265 268 229 237 207 218 169 169 251 251 216 220
1624 NA 1520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 134 186 188 265 268 229 237 207 218 169 169 251 251 216 220
1601 NA 1526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 186 265 268 235 237 212 218 169 177 247 251 216 220
1592 NA 1566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 268 284 235 239 211 216 169 173 251 259 212 224
465 NA 1610 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 188 268 286 235 241 220 222 169 173 247 251 216 220
2866 NA 1610 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 188 268 286 235 241 220 222 169 173 247 251 216 220
2300 NA 1635 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 186 188 288 288 233 235 211 211 173 173 243 247 216 220
279 NA 1638 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 188 190 265 268 235 241 211 216 165 169 234 255 216 220
1234 NA 1679 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 293 224 229 216 218 173 173 243 251 220 228
1983 NA 1679 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 293 224 229 216 218 173 173 243 251 220 228
2712 NA 1679 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 293 224 229 216 218 173 173 243 251 220 228
1247 NA 1679 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 293 224 229 216 218 173 173 243 251 220 228
2724 NA 1679 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 293 224 229 216 218 173 173 243 251 220 228
1221 NA 1681 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 265 268 237 241 211 218 169 173 238 255 220 224
2719 NA 1681 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 265 268 237 241 211 218 169 173 238 255 220 224
1994 NA 1681 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 265 268 237 241 211 218 169 173 238 255 220 224
2715 NA 1681 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 177 186 265 268 237 241 211 218 169 173 238 255 220 224
2924 NA 1684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 186 188 268 268 237 241 216 218 169 173 247 251 216 224
3417 NA 1684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 186 188 268 268 237 241 216 218 169 173 247 251 216 224
1986 NA 1684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 186 188 268 268 237 241 216 218 169 173 247 251 216 224
422 NA 1684 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 186 188 268 268 237 241 216 218 169 173 247 251 216 224
1756 NA 1698 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 175 175 268 288 231 233 216 220 169 169 255 263 224 228
2946 NA 1698 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 175 175 268 288 231 233 216 220 169 169 255 263 224 228
2645 NA 1719 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 188 288 290 229 229 216 216 169 177 243 251 220 224
1058 NA 1736 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 188 188 268 288 241 241 211 218 169 169 251 263 216 220
1190 NA 1739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 186 288 288 228 229 211 216 169 173 243 251 224 224
1010 NA 1769 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 186 286 288 231 239 216 216 0 0 238 251 220 224
3925 NA 1769 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 186 286 288 231 239 216 216 0 0 238 251 220 224
3982 NA 1791 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 175 188 268 288 229 231 216 216 169 169 243 251 224 232
543 NA 1791 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 175 188 268 288 229 231 216 216 169 169 243 251 224 232
2194 NA 1791 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 175 188 268 288 229 231 216 216 169 169 243 251 224 232
2211 NA 1792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 190 268 286 229 235 216 220 169 173 247 263 224 228
546 NA 1794 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 188 288 288 228 235 211 220 169 169 259 259 216 224
539 NA 1795 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 177 268 268 237 239 216 216 0 0 247 247 224 224
332 NA 1809 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 188 268 288 235 237 216 216 169 169 251 251 232 232
3365 NA 1826 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 290 229 231 216 218 169 177 238 251 216 216
401 NA 1826 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 288 290 229 231 216 218 169 177 238 251 216 216
2239 NA 1832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 288 233 235 210 211 169 173 251 251 212 212
4040 NA 1832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 288 233 235 210 211 169 173 251 251 212 212
1349 NA 1832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 288 233 235 210 211 169 173 251 251 212 212
2198 NA 1833 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 175 268 288 229 237 216 220 169 169 251 255 216 232
2225 NA 1833 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 175 268 288 229 237 216 220 169 169 251 255 216 232
420 NA 1833 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 175 268 288 229 237 216 220 169 169 251 255 216 232
4025 NA 1834 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 186 288 288 233 239 220 220 177 181 234 255 212 224
3358 NA 1849 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 286 286 229 229 211 211 177 177 251 251 216 216
2680 NA 1849 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 286 286 229 229 211 211 177 177 251 251 216 216
4035 NA 1861 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 146 186 188 284 288 228 229 216 216 169 169 243 243 216 220
1237 NA 1867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 134 186 190 268 268 231 235 218 226 169 173 238 259 220 224
4026 NA 1867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 134 186 190 268 268 231 235 218 226 169 173 238 259 220 224
2288 NA 1867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 134 186 190 268 268 231 235 218 226 169 173 238 259 220 224
1260 NA 1873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 146 146 186 186 268 268 241 241 211 211 169 169 251 255 224 228
3116 NA 1873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 146 146 186 186 268 268 241 241 211 211 169 169 251 255 224 228
4027 NA 1873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 146 146 186 186 268 268 241 241 211 211 169 169 251 255 224 228
4015 NA 1890 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 177 188 265 288 229 237 218 220 169 169 243 259 216 220
1250 NA 1890 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 142 146 177 188 265 288 229 237 218 220 169 169 243 259 216 220
3093 NA 1897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 186 268 290 235 241 211 216 169 173 243 263 216 228
3111 NA 1899 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 268 268 237 241 211 220 169 177 247 247 220 220
1240 NA 1899 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 268 268 237 241 211 220 169 177 247 247 220 220
4031 NA 1899 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 186 186 268 268 237 241 211 220 169 177 247 247 220 220
1249 NA 1902 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 146 186 188 265 288 228 237 211 216 169 169 259 259 224 228
1953 NA 1923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 190 268 268 229 239 211 220 169 173 243 255 216 232
2905 NA 1923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 190 268 268 229 239 211 220 169 173 243 255 216 232
171 NA 1923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 190 268 268 229 239 211 220 169 173 243 255 216 232
268 NA 1928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 138 186 188 268 268 228 231 216 216 169 173 247 259 224 232
3719 NA 2032 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 175 177 268 284 233 235 216 220 169 173 251 263 216 220
2002 NA 2032 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 175 177 268 284 233 235 216 220 169 173 251 263 216 220
825 NA 2107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 183 265 268 233 235 218 220 165 169 259 263 216 224
3052 NA 2107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 183 265 268 233 235 218 220 165 169 259 263 216 224
810 NA 2107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 173 183 265 268 233 235 218 220 165 169 259 263 216 224
2114 NA 2108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 138 186 188 265 268 228 235 218 220 169 169 243 263 220 228
3694 NA 2132 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 136 177 186 268 290 233 235 216 220 169 169 251 263 220 220
461 NA 2139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 175 268 284 231 237 216 216 169 173 243 247 220 220
169 NA 2144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 136 188 188 268 288 231 235 218 222 177 177 255 255 220 220
3617 NA 2144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 136 188 188 268 288 231 235 218 222 177 177 255 255 220 220
2795 NA 2146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 136 175 177 268 288 233 235 216 220 169 173 247 251 216 232
459 NA 2345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 148 186 190 268 268 228 241 211 218 173 173 243 251 216 220
2813 NA 2345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 148 186 190 268 268 228 241 211 218 173 173 243 251 216 220
2006 NA 2364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 138 175 177 284 288 229 233 216 216 173 173 251 263 216 224
2013 NA 2364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 138 175 177 284 288 229 233 216 216 173 173 251 263 216 224
1336 NA 2380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 265 286 231 237 216 216 169 169 243 251 216 220
2789 NA 2383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 265 288 235 237 220 220 169 169 247 255 224 232
890 NA 2383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 265 288 235 237 220 220 169 169 247 255 224 232
886 NA 2401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 184 286 288 231 233 216 218 169 177 247 259 224 232
2768 NA 2401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 184 286 288 231 233 216 218 169 177 247 259 224 232
2284 NA 2401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 184 286 288 231 233 216 218 169 177 247 259 224 232
2648 NA 2403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 233 233 211 211 173 173 243 247 216 224
1404 NA 2403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 233 233 211 211 173 173 243 247 216 224
2631 NA 2403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 233 233 211 211 173 173 243 247 216 224
2299 NA 2403 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 188 290 290 233 233 211 211 173 173 243 247 216 224
3994 NA 2429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 138 177 188 268 268 235 237 220 220 169 173 243 255 224 232
3991 NA 2430 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 188 268 288 228 235 218 220 169 173 238 259 216 220
2246 NA 2470 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 186 186 288 290 229 235 216 220 169 169 247 259 212 220
59 NA 2472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 138 177 188 286 288 228 237 211 216 165 169 251 259 220 224
3766 NA 2472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 138 177 188 286 288 228 237 211 216 165 169 251 259 220 224
78 NA 2480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 188 288 290 233 235 220 220 165 173 247 263 216 220
3771 NA 2480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 188 288 290 233 235 220 220 165 173 247 263 216 220
2702 NA 2480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 183 188 288 290 233 235 220 220 165 173 247 263 216 220
3452 NA 2484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 188 188 268 288 235 241 211 216 173 177 247 259 224 228
2641 NA 2484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 142 188 188 268 288 235 241 211 216 173 177 247 259 224 228
3458 NA 2508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 265 284 237 239 216 218 169 173 255 259 216 224
1206 NA 2508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 265 284 237 239 216 218 169 173 255 259 216 224
962 NA 2509 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 175 177 0 0 224 239 211 216 169 169 251 251 220 224
179 NA 2545 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 183 284 288 237 241 216 218 169 173 251 251 216 232
2305 NA 2545 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 183 284 288 237 241 216 218 169 173 251 251 216 232
3065 NA 2579 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 184 186 268 288 229 229 211 216 169 177 234 234 212 216
3427 NA 2579 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 184 186 268 288 229 229 211 216 169 177 234 234 212 216
3953 NA 2612 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 186 286 286 229 229 211 216 169 169 243 259 220 224
3924 NA 2621 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 286 290 229 237 216 216 169 173 243 251 216 224
2043 NA 2621 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 286 290 229 237 216 216 169 173 243 251 216 224
958 NA 2621 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 286 290 229 237 216 216 169 173 243 251 216 224
2041 NA 2635 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 0 0 235 235 216 218 173 173 259 259 216 224
3942 NA 2635 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 190 0 0 235 235 216 218 173 173 259 259 216 224
4011 NA 2758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 188 190 290 290 229 237 220 220 173 177 247 251 216 224
3685 NA 2820 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 177 288 290 233 241 216 216 169 173 255 263 216 228
191 NA 2820 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 177 288 290 233 241 216 216 169 173 255 263 216 228
2819 NA 2820 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 175 177 288 290 233 241 216 216 169 173 255 263 216 228
2910 NA 2839 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 136 175 188 268 288 235 239 216 222 169 177 255 263 224 232
470 NA 2855 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 188 188 0 0 231 241 211 216 165 173 251 255 212 224
3408 NA 2921 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 175 177 286 290 224 237 211 211 165 173 251 251 216 224
3407 NA 2931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 188 268 288 235 241 218 220 169 169 238 251 224 228
1660 NA 2932 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 284 286 229 241 216 220 169 169 251 255 212 216
1749 NA 3003 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 183 184 265 268 237 241 216 220 169 169 247 251 212 224
3400 NA 3003 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 138 183 184 265 268 237 241 216 220 169 169 247 251 212 224
1746 NA 3011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 183 186 288 288 228 239 216 216 169 181 251 255 224 228
1171 NA 3011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 183 186 288 288 228 239 216 216 169 181 251 255 224 228
3385 NA 3011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 183 186 288 288 228 239 216 216 169 181 251 255 224 228
3039 NA 3043 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 183 190 268 288 228 235 211 218 169 181 243 251 220 228
3436 NA 3043 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 138 138 183 190 268 288 228 235 211 218 169 181 243 251 220 228
2219 NA 3176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 284 235 235 210 216 173 177 238 255 216 228
423 NA 3176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 284 235 235 210 216 173 177 238 255 216 228
2241 NA 3176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 284 235 235 210 216 173 177 238 255 216 228
4039 NA 3176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 184 186 268 284 235 235 210 216 173 177 238 255 216 228
1602 NA 3184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 177 184 0 0 229 229 211 216 169 177 247 255 212 216
2175 NA 3184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 125 177 184 0 0 229 229 211 216 169 177 247 255 212 216
1947 NA 3236 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 175 190 268 288 228 233 216 220 165 169 247 259 220 228
1667 NA 3236 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 146 175 190 268 288 228 233 216 220 165 169 247 259 220 228
2974 NA 3319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 268 284 233 235 216 220 169 181 234 259 220 224
2237 NA 3319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 177 186 268 284 233 235 216 220 169 181 234 259 220 224
3397 NA 3389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 136 136 186 186 265 284 235 239 211 211 169 173 243 255 212 216
2713 NA 3391 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 146 146 175 186 0 0 237 237 216 220 169 173 243 243 224 224
3425 NA 3421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 188 286 288 228 229 216 220 169 169 247 255 212 212
3061 NA 3421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 188 286 288 228 229 216 220 169 169 247 255 212 212
2277 NA 3421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125 136 184 188 286 288 228 229 216 220 169 169 247 255 212 212
