"offspring" "father" "distance"
"Thu26" "Thu32" 33.8010447845711
"Thu23" "Thu31" 47.8923993592145
"Thu22" "Thu20" 13.1764277667108
"Thu32" "Thu20" 25.7168566644547
"Thu39" "Thu26" 11.6303422699273
"Thu30" "Thu22" 66.3959413820308
"Thu25" "Thu35" 90.0827111481521
"Thu33" "Thu34" 27.7526390305197
"Thu33" "Thu26" 39.5164263239586
"Thu29" "Thu32" 26.8343084916314
"Thu36" "Thu22" 39.6230819504856
"Thu20" "Thu36" 26.8622975749727
"Thu25" "Thu33" 27.305040902111
"Thu39" "Thu21" 72.0067408304267
"Thu27" "Thu33" 3.35846211117625
"Thu28" "Thu32" 87.951198101613
"Thu20" "Thu33" 30.7729109293125
"Thu32" "Thu39" 24.062085153401
"Thu22" "Thu34" 19.450167379026
"Thu22" "Thu37" 25.3563722364295
"Thu20" "Thu30" 76.6849843828227
"Thu35" "Thu20" 83.870985779872
"Thu32" "Thu27" 4.27326556486453
"Thu31" "Thu33" 52.5483362794603
"Thu32" "Thu32" 0
"Thu33" "Thu28" 95.4160226016652
"Thu20" "Thu32" 25.7168566644547
"Thu20" "Thu28" 71.6020269441966
"Thu26" "Thu26" 0
"Thu26" "Thu23" 12.9404098970543
"Thu22" "Thu22" 0
"Thu26" "Thu22" 4.06083231498376
"Thu26" "Thu33" 39.5164263239586
"Thu26" "Thu26" 0
"Thu33" "Thu32" 7.58138384288136
"Thu22" "Thu20" 13.1764277667108
"Thu29" "Thu37" 14.2959460971217
"Thu22" "Thu30" 66.3959413820308
"Thu33" "Thu26" 39.5164263239586
"Thu39" "Thu37" 11.1471880917597
"Thu32" "Thu37" 12.92108965814
"Thu32" "Thu36" 4.92844036530481
"Thu22" "Thu37" 25.3563722364295
"Thu26" "Thu33" 39.5164263239586
"Thu26" "Thu21" 61.7156753036554
"Thu39" "Thu28" 73.8387826667437
"Thu26" "Thu34" 16.1191453461206
"Thu29" "Thu32" 26.8343084916314
"Thu32" "Thu35" 73.0809386427363
"Thu39" "Thu33" 28.8125940989446
"Thu37" "Thu30" 83.6597526394164
"Thu33" "Thu22" 43.5662774878563
"Thu20" "Thu25" 9.48631367038535
"Thu36" "Thu26" 35.5721119823516
"Thu34" "Thu39" 5.72834885927477
"Thu33" "Thu32" 7.58138384288136
"Thu31" "Thu37" 50.5153510342852
"Thu30" "Thu30" 0
"Thu33" "Thu32" 7.58138384288136
"Thu39" "Thu26" 11.6303422699273
"Thu33" "Thu29" 30.6190568563393
"Thu20" "Thu36" 26.8622975749727
"Thu21" "Thu30" 6.98881909953205
"Thu36" "Thu20" 26.8622975749727
"Thu20" "Thu33" 30.7729109293125
"Thu33" "Thu33" 0
"Thu37" "Thu37" 0
"Thu20" "Thu38" 8.85201314472582
"Thu21" "Thu20" 69.8224695560697
"Thu33" "Thu37" 18.2187817539965
"Thu33" "Thu23" 27.8438087533574
"Thu32" "Thu24" 25.717896553317
"Thu22" "Thu31" 58.9024765878302
"Thu26" "Thu26" 0
"Thu39" "Thu32" 24.062085153401
"Thu20" "Thu37" 12.8211065560981
"Thu25" "Thu26" 17.8538836859007
"Thu36" "Thu20" 26.8622975749727
"Thu21" "Thu29" 74.8876429554856
"Thu28" "Thu38" 78.4740698647537
"Thu30" "Thu34" 84.2637387862363
"Thu21" "Thu31" 65.5522916474647
"Thu30" "Thu22" 66.3959413820308
"Thu33" "Thu36" 3.94670703086276
"Thu32" "Thu31" 46.7355685269251
"Thu33" "Thu39" 28.8125940989446
"Thu37" "Thu31" 50.5153510342852
"Thu34" "Thu37" 12.3503240418384
"Thu33" "Thu20" 30.7729109293125
"Thu36" "Thu26" 35.5721119823516
"Thu22" "Thu22" 0
"Thu23" "Thu26" 12.9404098970543
"Thu20" "Thu26" 9.32954850784012
"Thu33" "Thu20" 30.7729109293125
"Thu33" "Thu27" 3.35846211117625
"Thu20" "Thu36" 26.8622975749727
"Thu33" "Thu38" 21.9739191629083
"Thu36" "Thu20" 26.8622975749727
"Thu33" "Thu31" 52.5483362794603
"Thu37" "Thu23" 10.2145159427307
"Thu35" "Thu33" 78.0024840189843
"Thu32" "Thu32" 0
"Thu22" "Thu39" 15.431145681111
"Thu20" "Thu36" 26.8622975749727
"Thu22" "Thu28" 60.5534141127548
"Thu34" "Thu32" 24.398068493657
"Thu26" "Thu27" 36.6428394257009
"Thu33" "Thu30" 98.6556533834969
"Thu39" "Thu30" 78.8546775666745
"Thu36" "Thu22" 39.6230819504856
"Thu25" "Thu30" 86.0879694300651
"Thu26" "Thu29" 13.314394444767
"Thu26" "Thu33" 39.5164263239586
"Thu39" "Thu26" 11.6303422699273
"Thu20" "Thu20" 0
"Thu23" "Thu32" 21.4197923371146
"Thu29" "Thu32" 26.8343084916314
"Thu26" "Thu33" 39.5164263239586
"Thu27" "Thu20" 28.0966754371321
"Thu36" "Thu22" 39.6230819504856
"Thu22" "Thu32" 37.8555347308601
"Thu39" "Thu31" 56.4221749918086
"Thu32" "Thu39" 24.062085153401
"Thu20" "Thu35" 83.870985779872
"Thu39" "Thu33" 28.8125940989446
"Thu35" "Thu37" 78.1416493664147
"Thu33" "Thu36" 3.94670703086276
"Thu31" "Thu21" 65.5522916474647
"Thu26" "Thu27" 36.6428394257009
"Thu36" "Thu32" 4.92844036530481
"Thu31" "Thu20" 56.033495933341
"Thu36" "Thu33" 3.94670703086276
"Thu36" "Thu22" 39.6230819504856
"Thu33" "Thu33" 0
"Thu39" "Thu36" 24.9301529717749
"Thu20" "Thu26" 9.32954850784012
"Thu35" "Thu30" 79.9800687884678
"Thu28" "Thu27" 92.0601798974516
"Thu28" "Thu32" 87.951198101613
"Thu25" "Thu21" 79.2038127338784
"Thu26" "Thu28" 63.141028474706
"Thu26" "Thu26" 0
"Thu21" "Thu21" 0
"Thu21" "Thu36" 88.9080969945041
"Thu20" "Thu21" 69.8224695560697
"Thu26" "Thu37" 21.3023129299571
"Thu39" "Thu33" 28.8125940989446
"Thu39" "Thu22" 15.431145681111
"Thu29" "Thu36" 26.8996250353251
"Thu26" "Thu37" 21.3023129299571
"Thu39" "Thu33" 28.8125940989446
"Thu33" "Thu20" 30.7729109293125
"Thu30" "Thu22" 66.3959413820308
"Thu21" "Thu32" 84.8238560279927
"Thu20" "Thu33" 30.7729109293125
"Thu36" "Thu28" 91.8778862432135
"Thu25" "Thu21" 79.2038127338784
"Thu20" "Thu29" 5.89775861457758
"Thu28" "Thu28" 0
"Thu21" "Thu26" 61.7156753036554
"Thu21" "Thu20" 69.8224695560697
"Thu32" "Thu20" 25.7168566644547
"Thu37" "Thu30" 83.6597526394164
"Thu37" "Thu25" 12.9354682533727
"Thu22" "Thu26" 4.06083231498376
"Thu27" "Thu26" 36.6428394257009
"Thu37" "Thu34" 12.3503240418384
"Thu27" "Thu33" 3.35846211117625
"Thu37" "Thu29" 14.2959460971217
"Thu33" "Thu33" 0
"Thu23" "Thu33" 27.8438087533574
"Thu22" "Thu36" 39.6230819504856
"Thu22" "Thu38" 21.9267546646606
"Thu39" "Thu32" 24.062085153401
"Thu20" "Thu20" 0
"Thu32" "Thu26" 33.8010447845711
"Thu32" "Thu22" 37.8555347308601
"Thu37" "Thu36" 14.2727536961952
"Thu39" "Thu27" 26.2325474211128
"Thu20" "Thu26" 9.32954850784012
"Thu29" "Thu39" 4.82602626655652
"Thu36" "Thu36" 0
"Thu29" "Thu30" 81.7969314130218
"Thu20" "Thu32" 25.7168566644547
"Thu36" "Thu35" 77.6062573117464
"Thu20" "Thu21" 69.8224695560697
"Thu30" "Thu23" 73.7720632021342
"Thu33" "Thu32" 7.58138384288136
"Thu33" "Thu32" 7.58138384288136
"Thu22" "Thu32" 37.8555347308601
"Thu22" "Thu32" 37.8555347308601
"Thu20" "Thu35" 83.870985779872
"Thu26" "Thu32" 33.8010447845711
"Thu39" "Thu37" 11.1471880917597
"Thu39" "Thu26" 11.6303422699273
"Thu39" "Thu20" 2.3181180279891
"Thu32" "Thu20" 25.7168566644547
"Thu33" "Thu20" 30.7729109293125
"Thu39" "Thu26" 11.6303422699273
"Thu33" "Thu32" 7.58138384288136
"Thu32" "Thu32" 0
"Thu32" "Thu37" 12.92108965814
"Thu31" "Thu32" 46.7355685269251
"Thu39" "Thu37" 11.1471880917597
"Thu36" "Thu35" 77.6062573117464
"Thu26" "Thu20" 9.32954850784012
"Thu21" "Thu20" 69.8224695560697
"Thu35" "Thu20" 83.870985779872
"Thu35" "Thu37" 78.1416493664147
"Thu28" "Thu22" 60.5534141127548
"Thu21" "Thu27" 88.9906773928752
"Thu35" "Thu20" 83.870985779872
"Thu35" "Thu32" 73.0809386427363
"Thu28" "Thu32" 87.951198101613
"Thu28" "Thu26" 63.141028474706
"Thu21" "Thu32" 84.8238560279927
"Thu26" "Thu28" 63.141028474706
"Thu31" "Thu39" 56.4221749918086
"Thu22" "Thu31" 58.9024765878302
"Thu21" "Thu27" 88.9906773928752
"Thu28" "Thu27" 92.0601798974516
"Thu32" "Thu26" 33.8010447845711
"Thu32" "Thu37" 12.92108965814
"Thu26" "Thu39" 11.6303422699273
"Thu28" "Thu22" 60.5534141127548
"Thu32" "Thu21" 84.8238560279927
"Thu32" "Thu20" 25.7168566644547
"Thu32" "Thu21" 84.8238560279927
"Thu22" "Thu20" 13.1764277667108
"Thu22" "Thu37" 25.3563722364295
"Thu23" "Thu21" 67.0904213008508
"Thu33" "Thu38" 21.9739191629083
"Thu38" "Thu26" 17.9588737413766
"Thu28" "Thu21" 5.72972390111796
"Thu32" "Thu33" 7.58138384288136
"Thu36" "Thu33" 3.94670703086276
"Thu32" "Thu32" 0
"Thu26" "Thu33" 39.5164263239586
"Thu23" "Thu33" 27.8438087533574
"Thu33" "Thu32" 7.58138384288136
"Thu31" "Thu27" 50.2141183659033
"Thu27" "Thu23" 24.7197399230898
"Thu20" "Thu36" 26.8622975749727
"Thu31" "Thu28" 70.7728410218982
"Thu28" "Thu39" 73.8387826667437
"Thu31" "Thu26" 56.6993966830725
"Thu28" "Thu36" 91.8778862432135
"Thu35" "Thu26" 84.1131514474765
"Thu31" "Thu26" 56.6993966830725
"Thu22" "Thu27" 40.7018517753994
"Thu34" "Thu30" 84.2637387862363
"Thu31" "Thu28" 70.7728410218982
"Thu22" "Thu26" 4.06083231498376
"Thu28" "Thu26" 63.141028474706
"Thu29" "Thu23" 13.4415876369242
"Thu21" "Thu27" 88.9906773928752
"Thu32" "Thu32" 0
"Thu25" "Thu37" 12.9354682533727
