idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2013_1	col2013_2	col2014_1	col2014_2	col2015_1	col2015_2	col2016_1	col2016_2
2169	136	150	186	186	286	288	229	235	220	220	177	177	251	251	212	216	M1079	F	Juv	2014	NA	NA	NA	M1079	NA	NA	M1079	NA
1764	136	146	177	183	288	290	233	233	218	220	169	173	251	251	216	220	M1106	F	Adult	2014	NA	NA	M1106	M1106	M1106	M1106	NA	M1106
1432	136	138	186	186	265	268	229	235	211	216	169	169	251	251	216	224	M1079	F	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
3261	125	136	186	188	265	288	229	235	211	216	169	169	247	255	212	220	M831	M	Adult	2015	NA	NA	NA	NA	M831	NA	NA	NA
2792	134	136	175	177	265	286	229	237	216	226	169	177	247	255	220	224	M1551	M	Juv	2015	NA	NA	NA	NA	NA	M1551	NA	NA
2475	136	136	184	186	268	290	233	233	218	220	169	181	234	251	212	220	M1975	M	Adult	2015	NA	NA	NA	NA	M1975	NA	M1975	NA
2905	136	136	184	186	268	268	229	229	211	211	169	173	243	255	216	232	M831	F	Juv	2015	NA	NA	NA	NA	NA	M831	NA	NA
3958	136	136	175	175	268	290	228	235	216	216	169	169	255	259	216	224	M1551	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1551
2624	136	142	175	188	284	288	229	233	216	220	173	177	251	255	216	232	M1106	F	Adult	2015	NA	NA	NA	NA	M1106	M1106	M1106	NA
149	134	138	175	186	268	284	233	241	218	220	173	173	251	255	220	228	M831	F	Adult	2013	M831	M831	M831	NA	M831	M831	NA	NA
2853	136	146	175	175	265	268	228	237	211	216	169	173	247	263	216	220	M831	M	Juv	2015	NA	NA	NA	NA	NA	M831	M831	M831
3059	136	146	186	188	265	284	229	235	216	216	169	177	255	259	212	216	M1979	M	Juv	2015	NA	NA	NA	NA	NA	M1979	NA	M1979
3994	134	136	177	186	268	288	231	237	216	220	169	173	243	247	216	224	M811	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M811
1935	136	148	186	188	265	288	231	235	216	216	169	169	259	259	220	232	M831	F	Adult	2014	NA	NA	M831	NA	M831	NA	NA	NA
3955	136	136	186	186	265	268	229	231	210	216	169	177	243	251	216	220	M1551	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1551
2880	136	136	184	186	268	288	228	235	211	211	169	173	247	255	216	216	M831	F	Adult	2015	NA	NA	NA	NA	M831	M831	NA	NA
1810	125	136	177	186	265	288	228	239	220	220	169	169	255	255	216	220	M1975	F	Adult	2014	NA	NA	M1975	NA	M1975	NA	M1975	NA
189	136	136	186	188	290	290	233	235	211	220	169	169	247	247	220	220	M831	F	Juv	2013	NA	M831	NA	NA	M831	NA	NA	NA
560	136	136	175	186	265	288	229	229	210	216	169	173	255	255	216	220	M244	M	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
686	136	136	188	190	268	290	229	231	216	216	165	169	255	259	224	224	M1106	F	Adult	2013	M1106	NA	NA	NA	NA	NA	NA	NA
117	134	136	175	186	268	290	229	233	216	216	173	173	251	255	224	232	M831	F	Adult	2013	M831	M831	NA	NA	M831	NA	NA	NA
799	136	136	175	186	288	290	233	237	211	216	173	177	251	263	212	216	PP1	F	Adult	2013	PP1	NA	NA	NA	PP1	PP1	NA	NA
3694	134	136	177	186	265	290	233	241	216	216	169	177	255	263	216	220	M831	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
2955	136	136	186	188	290	290	233	241	216	218	173	177	247	247	224	224	M813	F	Adult	2015	NA	NA	NA	NA	M813	M813	M813	M813
2973	138	146	186	186	286	288	229	241	216	220	169	169	234	259	216	220	M1975	M	Juv	2015	NA	NA	NA	NA	NA	M1975	NA	NA
3539	136	136	175	188	286	290	233	233	211	216	169	173	255	255	220	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	M831
2978	138	138	175	188	288	288	239	239	210	218	165	173	243	259	212	220	M1106	M	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
2264	136	136	188	188	268	288	235	237	216	216	169	177	251	263	220	224	M809	F	Juv	2014	NA	NA	NA	M809	NA	M809	NA	NA
3882	136	136	186	190	268	288	228	233	211	218	165	169	255	263	216	220	M811	F	Adult	2016	NA	NA	NA	NA	NA	NA	M811	NA
272	136	148	175	190	268	288	229	241	216	218	173	173	243	259	220	220	M831	M	Adult	2013	M831	M831	NA	NA	M831	NA	NA	NA
2621	136	136	188	190	286	290	229	237	216	216	169	173	243	251	216	224	M1106	F	Adult	2015	NA	NA	NA	NA	M1106	M1106	M1106	M1106
583	136	136	186	186	268	274	235	241	216	216	169	169	251	251	220	224	M244	F	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
933	136	136	186	188	265	288	231	233	211	218	165	169	251	251	216	220	M813	F	Adult	2013	M813	NA	NA	NA	NA	NA	NA	NA
3214	125	136	175	175	265	288	228	233	211	220	169	177	247	263	224	228	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	NA	M831
3192	136	138	175	175	268	284	229	233	216	216	169	173	243	255	216	228	M1102	F	Adult	2015	NA	NA	NA	NA	M1102	NA	M1102	NA
1444	125	136	175	186	265	268	229	233	216	218	169	173	243	255	220	220	M1079	F	Adult	2013	M1079	M1079	NA	NA	NA	NA	NA	NA
3610	136	142	184	186	286	288	235	235	226	226	169	169	247	247	220	224	M244	F	Adult	2016	NA	NA	NA	NA	NA	NA	M244	NA
308	136	136	175	186	268	286	233	241	216	218	169	169	247	247	220	220	M811	F	Adult	2013	M811	NA	M811	M811	M811	NA	NA	M811
539	136	136	175	177	268	290	237	239	216	216	169	169	247	251	224	228	M811	F	Juv	2013	NA	M811	M811	M811	M811	M811	M811	M811
2523	136	138	175	188	288	288	229	239	211	216	169	169	251	251	220	228	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	PP1	NA
1911	136	138	175	188	288	288	229	237	216	220	169	169	247	251	220	228	M809	F	Adult	2014	NA	NA	M809	NA	NA	NA	NA	NA
3030	136	146	183	186	284	288	233	233	218	220	169	177	251	251	220	224	M1106	M	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
2526	136	142	175	186	265	288	228	233	216	220	169	173	251	251	220	224	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	NA	NA
671	136	136	188	190	268	268	233	241	216	218	169	173	243	255	220	224	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
326	136	136	175	188	268	290	228	235	216	218	169	181	247	263	220	228	M811	F	Adult	2013	M811	M811	NA	M811	NA	NA	M811	M811
787	136	136	175	188	268	288	229	237	216	216	169	169	251	251	220	224	M815	F	Adult	2013	M815	M815	M815	M815	NA	M815	NA	NA
690	136	138	175	184	288	290	233	235	216	216	169	169	247	259	220	224	M1551	F	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
536	136	136	186	188	265	268	233	237	211	211	169	169	251	259	216	224	M244	F	Adult	2013	M244	NA	NA	NA	M244	M244	NA	NA
3284	125	136	186	186	265	284	237	237	211	216	169	169	247	247	220	224	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	M831	M831
3020	136	136	186	190	288	290	235	243	211	216	169	173	238	251	216	220	M1106	F	Juv	2015	NA	NA	NA	NA	NA	M1106	M1106	NA
1728	134	146	186	188	284	288	233	237	220	220	169	169	251	259	216	224	M1106	F	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
1829	136	138	175	177	268	268	237	241	216	216	169	173	247	259	216	228	M1102	F	Adult	2014	NA	NA	M1102	NA	M1102	NA	NA	NA
1326	136	136	175	188	288	290	229	231	216	216	169	169	251	259	216	224	M815	F	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
2371	129	136	186	188	268	268	233	235	209	211	169	173	247	247	216	216	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
122	134	136	175	175	284	288	229	229	216	218	169	169	243	255	220	232	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
622	136	136	177	186	265	268	229	231	216	220	173	177	251	255	216	232	M1551	F	Adult	2013	M1551	M1551	NA	NA	NA	NA	NA	NA
1508	125	136	177	186	268	268	229	235	211	212	169	169	251	251	216	224	M1079	F	Adult	2013	M1079	NA	M1079	M1079	NA	NA	NA	NA
3843	129	136	175	186	284	288	231	233	216	220	169	169	243	243	216	232	M1102	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
3863	136	138	177	184	268	284	229	235	211	216	169	169	255	255	216	220	M1102	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
2812	136	136	175	186	268	268	237	241	218	222	169	169	238	251	216	216	M831	F	Adult	2015	NA	NA	NA	NA	M831	M831	NA	NA
294	136	136	175	188	268	290	229	241	218	220	169	173	243	259	216	220	M811	F	Adult	2013	M811	M811	M811	NA	M811	M811	NA	NA
3239	136	136	186	190	268	288	229	237	216	220	169	177	247	255	224	224	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	M831	M831
1983	138	138	186	188	293	293	229	229	216	216	173	177	247	247	216	220	PP3	M	Juv	2014	NA	NA	NA	PP3	NA	NA	NA	NA
214	136	136	177	188	288	288	235	235	211	216	169	169	255	255	216	220	M831	F	Adult	2013	M831	NA	M831	NA	NA	NA	NA	NA
2991	136	136	177	188	268	288	233	241	216	220	169	169	234	247	220	228	M1106	F	Juv	2015	NA	NA	NA	NA	NA	M1106	PP3	NA
881	136	136	175	188	268	286	228	233	216	216	169	169	255	255	224	224	M1551	F	Juv	2013	NA	M1551	NA	M1551	NA	NA	NA	NA
3920	136	136	183	183	286	293	235	239	216	216	169	173	243	251	216	220	PP3	F	Adult	2016	NA	NA	NA	NA	NA	NA	PP3	M1106
476	136	136	175	177	268	288	229	235	207	220	169	169	247	247	212	212	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
1724	136	136	175	177	265	268	233	233	207	220	169	173	238	243	216	228	M813	M	Juv	2014	NA	NA	NA	M813	NA	NA	NA	NA
3222	136	136	177	186	265	268	233	237	216	218	169	173	247	247	216	224	M831	F	Adult	2015	NA	NA	NA	NA	M831	NA	M831	NA
1525	136	136	186	186	265	284	229	233	216	218	169	177	247	255	220	228	M1079	F	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
996	136	138	177	188	268	290	229	229	211	216	169	177	243	255	216	228	PP3	F	Adult	2013	PP3	NA	PP3	NA	NA	NA	PP3	NA
3145	136	136	186	188	288	290	228	229	218	218	169	169	255	259	216	220	M811	M	Juv	2015	NA	NA	NA	NA	NA	M811	NA	NA
1684	142	146	186	188	268	268	237	241	216	218	169	173	247	251	216	224	M813	F	Adult	2014	NA	NA	M813	NA	M813	NA	NA	NA
32	134	136	186	188	268	268	233	235	216	218	169	169	251	255	216	220	M1979	F	Adult	2013	M1979	M1979	NA	NA	NA	NA	NA	NA
3616	136	136	184	186	286	288	233	235	216	216	173	173	251	263	228	232	M831	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M831
2518	134	134	175	186	284	288	229	233	216	220	169	173	243	255	216	220	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	NA	NA
644	125	136	177	177	268	268	239	241	211	216	169	173	243	247	216	228	M1551	F	Adult	2013	M1551	NA	NA	NA	M1551	M1551	M1551	NA
2139	125	136	175	175	268	284	231	237	216	216	169	173	243	247	220	220	M831	F	Adult	2014	NA	NA	M831	NA	NA	NA	NA	NA
3718	152	152	184	186	268	268	231	233	211	211	173	173	247	259	220	224	M244	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M244
2115	125	138	186	188	265	268	239	239	218	218	169	169	263	263	228	228	M815	F	Juv	2014	NA	NA	NA	M815	NA	NA	NA	NA
3395	136	136	188	190	265	265	237	241	214	220	169	169	255	259	220	224	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
2403	136	136	175	188	290	290	233	233	211	211	173	173	243	247	216	224	PP1	F	Adult	2014	NA	NA	PP1	NA	NA	NA	NA	NA
3844	125	136	175	186	284	288	231	241	216	216	169	169	251	255	212	220	M1102	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
508	125	136	175	188	268	288	233	241	211	220	169	169	243	255	220	224	M244	F	Adult	2013	M244	NA	NA	M244	NA	M244	NA	NA
3028	138	138	175	183	290	290	235	235	211	218	169	177	251	255	224	224	M1106	F	Juv	2015	NA	NA	NA	NA	NA	M1106	NA	NA
3494	136	138	175	186	265	268	229	231	218	220	169	173	247	255	212	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	M831
3804	136	136	183	186	268	268	231	241	211	211	169	169	251	255	224	232	M809	F	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
1852	136	146	183	188	288	288	228	231	211	211	169	169	247	251	212	220	M1079	F	Adult	2014	NA	NA	M1079	M1079	M1079	NA	NA	NA
813	125	136	175	186	265	268	228	231	211	218	169	169	243	243	220	224	M815	F	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
3120	136	138	175	188	284	288	229	239	216	220	169	169	259	263	220	224	M809	M	Juv	2015	NA	NA	NA	NA	NA	M809	NA	M809
1654	136	138	175	177	268	288	229	241	216	218	169	177	247	255	220	224	M831	F	Adult	2013	M831	NA	M831	NA	NA	NA	NA	NA
1758	136	138	173	186	268	288	229	229	207	216	169	173	247	251	224	224	M1106	F	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
1093	136	138	184	190	268	268	235	241	211	218	169	169	238	251	220	224	M809	M	Adult	2013	M809	NA	NA	NA	NA	NA	NA	NA
575	136	136	175	183	268	288	231	233	216	220	165	169	251	255	216	224	M244	M	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
2679	136	136	175	186	265	268	235	241	211	218	169	169	251	263	216	220	M1079	F	Juv	2015	NA	NA	NA	NA	NA	M1079	M1079	NA
2162	136	146	183	184	265	268	231	237	211	218	173	173	243	247	216	224	M1079	M	Juv	2014	NA	NA	NA	M1079	NA	NA	NA	NA
3571	125	136	186	188	286	290	231	233	207	211	169	169	255	267	216	216	M1106	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
3858	136	136	186	188	268	268	231	237	210	220	169	173	251	251	220	224	M1551	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1551	NA
2048	136	136	175	188	284	290	231	241	211	220	169	173	247	247	220	224	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
3296	136	136	177	186	286	286	235	241	218	220	169	173	247	251	224	228	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	NA	NA
3866	136	136	175	188	268	288	229	241	216	220	169	173	251	251	216	220	M1551	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1551	NA
1746	136	146	177	183	268	288	237	239	216	218	169	169	251	255	216	228	M813	F	Juv	2014	NA	NA	NA	M813	M813	NA	M813	M813
606	136	136	188	190	268	286	231	237	216	216	169	169	247	263	216	220	M811	F	Juv	2013	NA	M811	M811	M811	NA	M811	M811	NA
908	136	136	175	186	288	288	228	235	211	216	169	169	238	263	216	220	M813	M	Adult	2013	M813	NA	NA	NA	NA	NA	M813	NA
2085	136	136	186	186	288	288	229	235	210	211	169	169	259	259	208	224	M1975	F	Juv	2014	NA	NA	NA	M1975	M1975	M1975	NA	NA
2611	125	136	177	186	286	288	228	229	216	216	169	173	247	255	220	220	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
2237	125	136	186	186	288	288	229	235	211	216	169	181	234	247	220	224	M1975	F	Juv	2014	NA	NA	NA	M1975	NA	M1975	NA	NA
726	136	136	173	183	288	293	239	239	216	226	169	169	243	255	220	220	M1106	F	Adult	2013	M1106	NA	M1106	NA	M1106	NA	NA	M1106
3433	136	136	175	184	288	290	233	241	216	216	169	169	251	255	212	224	M813	F	Adult	2016	NA	NA	NA	NA	NA	NA	M813	NA
421	138	142	175	186	284	288	233	239	211	216	169	190	255	259	216	220	M1102	F	Juv	2013	NA	M1102	NA	NA	NA	NA	NA	NA
2272	136	136	175	188	268	268	235	241	207	216	173	173	243	255	220	224	M1551	M	Adult	2014	NA	NA	M1551	M1551	NA	M1551	NA	NA
2433	136	136	188	190	286	290	229	237	216	220	169	169	247	255	220	224	M811	F	Adult	2015	NA	NA	NA	NA	M811	NA	NA	NA
3483	136	136	175	175	265	265	233	233	211	216	165	169	243	255	216	220	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
2081	136	136	184	186	265	268	229	239	216	218	169	177	251	251	224	224	CXSGT	F	Adult	2014	NA	NA	CXSGT	CXSGT	CXSGT	CXSGT	CXSGT	CXSGT
3008	134	146	184	186	268	288	231	235	211	211	169	173	247	251	220	220	M813	F	Adult	2015	NA	NA	NA	NA	M813	NA	M813	NA
2035	136	136	175	175	268	288	235	237	211	220	173	173	247	263	220	224	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
290	136	148	186	190	268	288	235	241	216	220	173	173	251	255	216	220	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
484	136	136	186	188	268	290	235	237	211	211	169	173	247	255	216	216	M244	F	Adult	2013	M244	NA	NA	M244	M244	NA	NA	NA
1160	136	138	175	175	286	288	233	235	211	220	169	169	247	247	224	228	M1113	F	Juv	2013	NA	M1113	NA	NA	NA	NA	NA	NA
3243	136	136	175	184	265	265	228	233	218	222	169	173	247	255	216	224	M831	M	Adult	2015	NA	NA	NA	NA	M831	NA	NA	NA
2706	125	125	186	186	265	265	229	229	211	211	169	169	243	251	220	220	PP3	F	Juv	2015	NA	NA	NA	NA	NA	PP3	NA	NA
3765	125	136	175	188	268	288	228	235	216	220	165	169	259	259	220	224	M1112	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1112
3334	129	136	186	190	286	288	228	241	211	214	169	169	247	251	220	224	M1975	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	NA
2605	125	136	183	183	288	290	229	235	216	216	173	173	251	255	220	224	M1106	F	Adult	2015	NA	NA	NA	NA	M1106	NA	NA	NA
3722	136	136	188	190	288	293	233	233	218	228	173	173	255	259	216	224	M809	M	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
979	136	136	175	186	268	286	228	229	210	211	169	173	238	251	220	224	PP3	F	Adult	2013	PP3	NA	NA	NA	NA	NA	PP3	M1106
3577	136	136	177	177	288	288	229	229	220	220	169	169	251	251	220	220	M1975	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	NA
1752	136	138	173	186	265	268	229	241	216	218	173	181	247	259	216	224	M813	M	Adult	2014	NA	NA	M813	M813	NA	M813	NA	NA
602	125	125	188	188	268	288	228	228	218	218	169	169	247	247	228	232	M811	M	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
166	136	136	177	186	288	288	233	235	216	220	173	173	247	247	224	224	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
1748	136	136	175	177	288	288	235	237	216	218	169	169	251	259	216	224	M1106	M	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
2648	125	136	175	188	268	288	233	235	211	211	173	181	247	251	216	220	PP1	M	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
3149	136	136	186	188	268	290	228	231	211	220	169	169	247	251	232	232	M811	M	Juv	2015	NA	NA	NA	NA	NA	M811	NA	NA
792	136	136	175	183	284	286	235	237	218	220	169	169	251	259	220	220	M815	F	Adult	2013	M815	M815	M815	M815	M815	M815	M815	M815
2891	136	136	177	186	268	290	229	235	216	220	169	177	251	251	220	232	M831	F	Adult	2015	NA	NA	NA	NA	M831	M831	NA	NA
2392	136	136	175	186	265	286	228	241	216	218	169	169	247	251	224	224	M1551	M	Adult	2014	NA	NA	M1551	NA	NA	NA	NA	NA
2639	136	146	175	188	290	290	233	235	218	218	169	169	251	255	216	224	PP1	F	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
2083	125	136	175	184	268	286	237	237	207	207	169	169	251	263	216	216	CXSGT	M	Adult	2014	NA	NA	CXSGT	CXSGT	NA	NA	NA	NA
1709	136	136	175	175	286	286	231	241	216	218	169	173	251	251	212	216	M813	F	Juv	2014	NA	NA	NA	M813	NA	NA	NA	NA
2665	136	136	173	186	268	268	233	241	211	218	169	169	238	238	220	224	M1113	M	Juv	2015	NA	NA	NA	NA	NA	M1113	NA	NA
3164	136	136	175	175	268	288	231	233	216	220	169	169	247	259	216	228	M815	F	Adult	2015	NA	NA	NA	NA	M815	NA	NA	NA
1817	136	136	175	188	268	268	229	235	211	220	169	169	251	263	224	224	M1102	F	Adult	2014	NA	NA	M1102	M1102	M1102	NA	M1102	M1102
3489	136	148	175	186	268	286	229	235	216	216	173	173	251	259	216	232	M831	M	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
191	136	136	177	177	286	290	229	233	216	220	169	173	255	255	220	228	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
399	136	136	183	186	268	286	231	239	216	220	169	169	238	255	216	220	M813	F	Adult	2013	M813	M813	M813	M813	M813	M813	NA	M813
1757	125	136	173	188	265	265	231	235	220	220	165	173	234	251	216	220	M1106	M	Adult	2014	NA	NA	M1106	NA	NA	NA	NA	NA
3117	136	142	175	177	284	290	233	235	211	218	169	169	247	251	224	228	M809	F	Juv	2015	NA	NA	NA	NA	NA	M809	NA	NA
2422	136	138	175	188	265	268	229	241	216	218	173	173	247	247	216	224	M811	F	Adult	2015	NA	NA	NA	NA	M811	M811	NA	NA
1094	136	136	183	186	284	288	229	233	211	216	169	169	255	259	220	224	M1975	F	Adult	2013	M1975	M1975	NA	NA	NA	NA	NA	NA
139	136	136	186	186	284	288	239	241	210	216	169	177	251	255	220	224	M831	M	Adult	2013	M831	NA	NA	NA	M831	M831	NA	M831
589	136	136	175	186	265	290	229	235	210	222	169	169	247	255	216	220	M244	F	Adult	2013	M244	M244	NA	M244	NA	NA	NA	NA
1097	125	136	184	186	286	290	228	239	218	218	169	173	238	238	212	216	M1975	M	Adult	2013	M1975	NA	NA	NA	NA	NA	M1975	M1975
2279	136	138	175	188	265	288	235	237	218	220	169	173	255	255	216	224	M1551	F	Adult	2014	NA	NA	M1551	M1551	NA	M1551	NA	M1551
3761	134	134	186	190	268	288	235	235	216	216	173	177	243	259	224	236	M1106	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
95	136	136	177	194	268	286	231	235	211	216	173	177	247	247	220	224	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
1080	136	136	184	186	268	288	233	233	220	220	169	169	247	251	212	220	M1975	F	Adult	2013	M1975	M1975	NA	M1975	NA	NA	M1975	NA
1833	136	136	175	175	268	288	229	237	216	220	169	169	251	255	216	232	M1102	F	Adult	2014	NA	NA	M1102	M1102	NA	NA	NA	NA
2017	136	136	186	186	268	288	235	235	216	216	169	169	247	255	216	220	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
2680	136	136	186	186	268	268	229	229	211	220	169	177	251	251	216	220	M1079	M	Juv	2015	NA	NA	NA	NA	NA	M1079	NA	NA
174	136	136	175	175	268	284	228	231	216	216	169	169	251	255	220	220	M831	F	Adult	2013	M831	M831	NA	M831	M831	M831	NA	NA
835	136	138	175	186	268	290	229	231	216	218	169	169	247	251	216	220	M815	M	Juv	2013	NA	M815	NA	NA	NA	NA	NA	NA
71	134	136	183	188	265	290	235	235	211	216	169	169	247	255	212	220	M1979	F	Juv	2013	NA	M1979	NA	NA	M1979	M1979	M1979	M1979
254	134	136	186	188	268	286	233	235	220	220	169	169	247	255	220	228	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3466	136	136	175	190	265	268	228	231	211	216	169	169	238	238	212	228	M1113	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1113	M1113
1861	125	146	186	188	284	288	228	229	216	216	169	169	243	243	216	220	M809	F	Adult	2014	NA	NA	M809	M809	NA	M809	NA	NA
3603	125	136	177	184	288	290	237	239	214	214	173	173	247	255	220	220	M244	F	Adult	2016	NA	NA	NA	NA	NA	NA	M244	NA
874	136	138	175	175	288	290	233	237	210	216	169	169	251	255	224	224	M1102	M	Adult	2013	M1102	NA	NA	NA	NA	NA	NA	NA
3231	134	134	175	183	268	290	228	241	216	220	169	177	238	255	220	224	M831	M	Adult	2015	NA	NA	NA	NA	M831	NA	NA	NA
1138	136	146	184	186	268	284	229	233	216	216	173	181	234	247	212	228	M1975	M	Adult	2013	M1975	NA	NA	NA	NA	NA	NA	NA
3873	136	136	188	190	265	268	229	235	216	220	165	169	247	251	216	224	M1551	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1551	NA
2504	136	138	177	186	265	268	237	241	211	216	165	173	251	255	224	228	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	PP1	PP1	NA
3520	136	136	177	186	284	288	231	241	220	220	165	173	247	251	216	224	M809	M	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
2738	136	136	175	186	268	288	233	237	211	216	169	173	255	263	224	224	M244	F	Adult	2015	NA	NA	NA	NA	M244	NA	NA	NA
3321	136	136	175	177	288	290	229	241	216	220	169	169	251	255	220	220	M1975	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1975	NA
1781	136	136	188	188	288	290	228	237	220	220	169	173	259	263	216	224	M811	M	Adult	2014	NA	NA	M811	M811	NA	NA	NA	M811
35	136	136	175	188	265	268	228	241	216	218	169	173	247	251	224	224	M815	F	Adult	2013	M815	NA	M815	M815	M815	NA	M815	NA
2306	136	136	184	188	288	290	237	239	218	218	173	173	238	247	216	220	PP1	M	Juv	2014	NA	NA	NA	PP1	NA	NA	NA	NA
2087	125	146	177	177	265	268	228	229	211	216	169	169	234	255	212	212	M1975	M	Juv	2014	NA	NA	NA	M1975	NA	NA	NA	NA
555	136	136	186	188	268	268	228	233	211	211	169	169	234	251	228	232	M811	F	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
2207	136	136	186	188	268	290	231	235	211	218	169	169	251	251	216	216	M811	M	Juv	2014	NA	NA	NA	M811	NA	NA	NA	NA
3875	136	142	175	190	288	288	233	237	211	218	169	173	255	255	212	216	M1102	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1102	NA
868	136	136	186	186	268	288	228	237	211	220	169	169	247	247	220	224	M1113	F	Adult	2013	M1113	NA	NA	NA	NA	NA	NA	NA
1118	136	136	184	186	268	288	233	233	211	218	169	169	251	259	216	220	M1975	F	Adult	2013	M1975	NA	NA	NA	NA	NA	NA	NA
498	136	136	183	184	268	288	239	241	216	218	169	169	243	243	220	220	M244	F	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
2358	125	138	175	183	268	286	235	239	211	216	169	173	247	251	216	220	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
831	136	136	186	188	265	288	231	235	211	211	169	169	247	251	224	228	M815	F	Juv	2013	NA	M815	NA	M815	NA	NA	NA	NA
1593	136	136	184	186	268	268	229	229	216	216	169	177	255	255	212	224	M1079	F	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
2600	136	136	186	188	265	268	229	229	216	220	169	177	247	255	212	220	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
2352	136	136	186	188	265	288	235	237	210	216	169	173	247	247	220	224	M244	F	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
2819	136	136	175	175	268	290	231	233	218	218	169	173	247	263	216	220	M831	M	Juv	2015	NA	NA	NA	NA	NA	M831	NA	NA
