idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2013_1	col2013_2	col2014_1	col2014_2	col2015_1	col2015_2	col2016_1	col2016_2
2384	136	136	188	188	268	268	229	237	216	216	169	173	255	255	220	220	PP1	F	Adult	2014	NA	NA	PP1	NA	NA	NA	NA	NA
2006	125	125	175	175	286	288	229	231	211	216	173	173	255	255	216	224	M244	F	Juv	2014	NA	NA	NA	M244	NA	NA	NA	NA
1822	125	138	177	186	268	288	231	231	210	218	169	173	247	251	216	220	M1102	F	Adult	2014	NA	NA	M1102	NA	NA	NA	NA	NA
1950	136	136	186	188	265	268	228	235	216	226	173	173	247	255	216	220	M831	F	Adult	2014	NA	NA	M831	M831	M831	M831	NA	M831
1713	136	136	186	188	286	290	228	239	220	220	169	173	234	255	216	216	M1979	F	Adult	2014	NA	NA	M1979	NA	M1979	NA	M1979	M1979
2498	136	136	188	188	268	293	228	235	211	216	169	173	247	251	212	220	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	PP1	NA	NA
677	136	148	175	175	265	268	229	231	216	220	169	169	251	259	212	216	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
424	136	136	186	186	286	290	229	229	216	220	169	169	251	255	216	224	M1102	F	Juv	2013	NA	M1102	NA	NA	NA	NA	M1102	NA
2670	136	136	186	188	265	268	235	239	216	220	169	169	243	251	220	224	M1079	F	Juv	2015	NA	NA	NA	NA	NA	M1079	NA	NA
1360	136	136	175	184	268	284	231	239	211	216	169	169	251	255	216	224	M809	F	Juv	2013	NA	M809	NA	M809	NA	NA	M809	NA
1716	136	136	175	186	257	257	237	237	211	211	169	177	255	259	220	228	M813	F	Juv	2014	NA	NA	NA	M813	NA	NA	NA	NA
1095	136	136	186	186	268	290	237	239	216	220	169	177	243	251	216	220	M809	F	Adult	2013	M809	M809	M809	M809	NA	M809	M809	M809
825	136	136	173	175	268	290	235	235	216	218	165	173	247	263	216	220	M815	F	Juv	2013	NA	M815	M815	M815	M1113	M815	NA	NA
3551	136	136	177	188	288	290	228	233	216	220	169	177	251	255	220	224	M831	M	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
3818	136	136	177	188	265	265	231	231	218	218	169	169	247	247	224	224	M1112	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1112	NA
426	134	136	173	186	265	288	235	237	211	216	173	173	247	247	216	216	M813	F	Juv	2013	NA	M813	NA	M813	M813	M813	M813	M813
638	125	136	175	177	265	288	235	235	210	218	169	169	238	255	216	224	M1551	F	Adult	2013	M1551	M1551	M1551	M1551	NA	NA	M1551	M1551
1219	136	136	175	188	268	288	228	239	216	216	169	169	251	255	220	220	M809	F	Juv	2013	NA	M809	NA	NA	NA	NA	NA	NA
1597	125	136	186	188	268	286	229	229	216	216	169	173	251	255	216	220	M1079	F	Juv	2013	NA	M1079	M1079	M1079	NA	NA	M1079	NA
472	134	136	175	186	288	290	239	239	211	216	169	177	247	251	224	224	M831	F	Juv	2013	NA	M831	M831	NA	NA	NA	NA	NA
2736	136	138	183	186	268	286	239	241	211	220	173	173	247	251	216	220	M244	F	Adult	2015	NA	NA	NA	NA	M244	M244	NA	NA
1077	136	136	186	190	284	286	229	241	211	218	169	169	251	251	220	228	M1975	M	Adult	2013	M1975	M1975	NA	M1975	NA	M1975	NA	NA
989	138	138	183	184	265	268	229	235	218	218	165	173	251	255	220	224	PP3	F	Adult	2013	PP3	NA	NA	NA	NA	NA	NA	NA
199	136	138	175	175	268	290	231	233	216	220	169	169	247	251	216	220	M831	M	Juv	2013	NA	M831	M831	NA	NA	M831	M831	M831
2031	136	138	177	188	288	288	233	235	211	220	169	173	247	255	224	224	M244	F	Juv	2014	NA	NA	NA	M244	M244	M244	NA	NA
1067	136	136	188	188	284	293	231	241	216	216	169	169	247	251	216	220	M809	F	Adult	2013	M809	NA	M809	M809	NA	M809	M809	NA
517	125	136	175	186	268	268	231	241	211	211	169	173	251	255	212	216	M244	F	Adult	2013	M244	M244	M244	NA	NA	NA	NA	NA
643	136	136	175	175	268	286	235	241	218	218	169	177	238	251	220	232	M1551	F	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
3739	125	136	188	188	268	268	228	235	216	216	169	169	238	247	220	232	M1112	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1112	M1112
159	134	136	186	188	268	284	233	239	211	216	169	169	243	255	220	224	M831	F	Adult	2013	M831	M831	NA	NA	NA	NA	NA	NA
1890	142	146	177	188	265	288	229	237	218	220	169	169	243	259	216	220	M809	F	Adult	2014	NA	NA	M809	NA	NA	M809	M809	M809
1247	136	138	175	186	265	288	239	239	218	220	173	177	243	255	216	228	PP3	M	Juv	2013	NA	PP3	PP3	NA	NA	NA	NA	NA
4002	136	136	175	175	268	288	229	235	216	216	169	169	247	251	220	224	M809	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M809
350	125	136	177	186	265	268	241	241	211	218	169	173	247	255	224	232	M811	F	Juv	2013	NA	M811	NA	M811	M811	NA	M811	NA
2008	136	136	186	188	268	288	235	235	216	220	169	173	255	259	220	224	M244	F	Adult	2014	NA	NA	M244	M244	M244	M244	NA	NA
460	136	136	183	186	288	290	235	235	216	216	169	173	238	251	220	232	PP1	F	Juv	2013	NA	PP1	NA	NA	PP1	PP1	NA	NA
1802	136	136	175	186	268	284	229	233	220	220	169	173	251	255	220	224	M811	F	Adult	2014	NA	NA	M811	NA	M811	NA	NA	M811
3560	136	136	175	175	284	288	229	241	220	220	169	169	251	255	220	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
1835	136	136	177	184	268	268	228	237	216	216	169	173	247	247	216	224	M1102	M	Adult	2014	NA	NA	M1102	M1102	NA	NA	M1102	NA
2315	138	138	175	186	268	290	235	241	211	216	169	169	243	243	216	216	M809	F	Juv	2014	NA	NA	NA	M809	NA	NA	NA	NA
2924	138	142	186	188	268	268	229	241	218	218	173	173	247	251	216	224	M813	M	Juv	2015	NA	NA	NA	NA	NA	M813	NA	NA
1661	136	136	175	188	284	284	231	231	220	220	169	169	255	255	224	224	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
2587	134	146	186	188	288	288	229	229	216	216	169	173	234	251	220	224	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	M1979	M1979	NA
1013	136	136	175	188	284	284	235	235	211	218	177	181	251	259	216	224	M1106	F	Juv	2013	NA	M1106	NA	M1106	NA	NA	NA	NA
148	136	136	175	175	268	284	229	233	216	216	169	169	255	259	216	224	M831	F	Adult	2013	M831	M831	M831	NA	M831	M831	M831	M831
1214	136	136	175	190	268	288	229	239	207	218	169	181	243	251	216	220	PP3	F	Juv	2013	NA	PP3	NA	NA	M1106	NA	M1106	NA
104	136	136	175	184	288	288	231	233	216	218	169	173	247	251	216	224	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
1768	136	138	188	188	265	268	228	235	211	216	169	169	247	251	224	228	M811	F	Adult	2014	NA	NA	M811	M811	M811	M811	M811	NA
1185	136	138	175	175	284	290	231	237	216	216	169	169	243	251	224	228	M1113	F	Juv	2013	NA	M1113	NA	M1113	NA	NA	NA	M1113
2546	136	136	188	190	265	293	231	235	216	216	169	169	255	255	216	224	M1551	F	Adult	2015	NA	NA	NA	NA	M1551	M1551	M1551	NA
394	136	136	175	190	268	288	231	237	211	218	169	169	251	251	220	224	M813	M	Adult	2013	M813	M813	NA	NA	NA	M813	M813	NA
1747	136	136	183	188	265	290	229	231	216	220	169	169	247	255	220	220	M813	F	Juv	2014	NA	NA	NA	M813	M813	M813	M813	NA
1255	136	136	188	188	265	288	228	235	210	216	169	169	251	255	220	224	M809	F	Juv	2013	NA	M809	NA	NA	NA	M809	M809	NA
762	136	146	175	188	268	288	228	235	216	220	169	169	263	263	216	216	M244	M	Juv	2013	NA	M244	NA	NA	NA	NA	NA	NA
463	134	136	175	186	288	290	239	239	211	216	169	190	247	251	224	224	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
63	134	136	177	188	268	284	228	233	220	220	173	181	238	238	224	228	M1979	M	Juv	2013	NA	M1979	NA	NA	NA	NA	NA	NA
3288	125	142	184	188	286	288	229	229	211	216	169	169	243	243	220	224	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	NA	NA
2285	125	136	177	184	268	284	228	229	211	220	169	181	238	255	216	224	M1979	F	Juv	2014	NA	NA	NA	M1979	M1979	M1979	M1979	M1979
2471	136	136	175	188	286	288	233	237	218	220	169	177	238	251	216	220	M809	M	Adult	2015	NA	NA	NA	NA	M809	NA	NA	NA
2270	136	136	186	186	268	268	235	237	216	220	169	177	243	259	224	224	M1551	F	Juv	2014	NA	NA	NA	M1551	M1551	NA	NA	NA
512	148	148	184	186	265	288	231	241	211	222	169	169	251	255	216	220	M244	F	Adult	2013	M244	M244	M244	M244	M244	M244	NA	NA
751	136	138	175	183	268	284	231	233	216	216	173	173	243	255	220	220	M1106	F	Adult	2013	M1106	M1106	M1106	M1106	M1106	M1106	PP3	M1106
482	136	142	184	186	268	288	239	241	216	220	173	177	255	255	216	220	M244	F	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
2287	125	146	175	188	265	288	228	229	211	220	169	177	255	259	220	224	M1979	F	Juv	2014	NA	NA	NA	M1979	M1979	M1979	NA	M1979
53	136	138	183	188	288	293	237	237	211	216	169	169	251	259	216	224	M1112	F	Adult	2013	M1112	M1112	NA	NA	NA	NA	M1112	NA
2094	125	136	186	186	286	288	229	233	216	216	169	181	234	259	212	228	M1975	M	Juv	2014	NA	NA	NA	M1975	NA	M1975	NA	NA
263	125	136	175	188	268	268	233	237	216	216	173	173	247	259	220	220	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
645	138	138	175	188	268	288	229	239	218	220	169	169	247	251	224	224	M1551	F	Adult	2013	M1551	NA	NA	M1551	NA	M1551	NA	NA
1353	136	136	175	184	268	284	235	235	216	218	173	177	255	259	208	216	M1975	M	Juv	2013	NA	M1975	NA	NA	NA	NA	NA	NA
2485	136	136	186	188	268	268	231	237	216	216	177	177	238	251	216	228	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	PP1	NA
803	136	136	175	188	268	288	235	241	216	220	169	169	251	263	224	228	M815	F	Adult	2013	M815	NA	M815	M815	NA	NA	NA	M815
2119	136	136	175	186	268	288	233	241	216	218	169	173	238	251	216	224	M1113	F	Juv	2014	NA	NA	NA	M1113	M1113	M1113	NA	M1113
43	136	138	175	177	288	290	229	235	211	216	169	177	251	251	216	220	M815	F	Adult	2013	M815	NA	NA	NA	NA	NA	NA	NA
97	136	146	186	186	268	284	229	237	211	216	169	173	255	259	220	228	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3981	136	136	188	188	290	290	235	241	216	220	165	165	238	251	220	228	M1551	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1551
2032	125	125	175	177	268	284	233	235	216	220	169	173	251	263	216	220	M244	F	Adult	2014	NA	NA	M244	M244	M244	NA	NA	NA
458	136	136	186	186	265	284	241	241	216	218	169	169	243	243	224	224	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
3746	125	146	181	183	265	265	228	229	220	220	169	177	255	265	224	228	M1979	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1979	NA
1500	136	136	186	186	268	288	229	229	216	220	169	169	243	251	212	216	M1079	M	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
2397	136	136	175	184	265	290	233	233	216	216	169	173	238	247	216	228	PP1	F	Adult	2014	NA	NA	PP1	NA	NA	NA	NA	NA
1636	136	138	177	184	268	288	229	229	211	216	169	173	243	255	216	220	M1079	F	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	M1079
1934	136	142	175	177	288	290	237	241	216	220	169	173	247	255	220	228	M831	F	Adult	2014	NA	NA	M831	NA	M831	M831	NA	NA
680	136	136	186	186	268	284	233	237	216	220	173	173	238	263	216	220	M1106	F	Adult	2013	M1106	M1106	NA	NA	PP3	M1106	M1106	NA
423	136	136	175	175	268	288	231	235	210	220	169	173	247	255	216	224	M1102	M	Juv	2013	NA	M1102	M1102	NA	NA	NA	NA	NA
3733	125	136	186	188	268	268	233	235	216	220	165	169	238	255	220	220	M1112	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1112	NA
418	125	136	177	184	268	290	237	237	211	211	169	173	251	251	216	224	M813	F	Juv	2013	NA	M813	NA	NA	NA	M813	M813	NA
2191	134	136	186	188	268	288	239	239	220	220	169	169	247	259	216	220	M811	F	Juv	2014	NA	NA	NA	M811	NA	NA	NA	NA
403	136	136	177	188	284	290	229	233	216	222	169	169	251	255	212	232	M1102	M	Adult	2013	M1102	M1102	NA	NA	NA	NA	NA	NA
1195	136	138	186	190	288	288	228	228	216	216	169	177	247	247	216	220	PP3	F	Juv	2013	NA	PP3	PP3	NA	NA	NA	NA	NA
3168	136	150	184	186	268	286	233	235	216	216	169	169	251	251	220	220	M1079	F	Adult	2015	NA	NA	NA	NA	M1079	NA	NA	NA
3017	136	146	186	188	268	290	231	237	211	220	165	165	238	259	216	220	M813	F	Adult	2015	NA	NA	NA	NA	M813	NA	M813	M813
2514	136	138	175	190	265	288	233	235	218	220	169	169	247	247	216	220	M1551	F	Adult	2015	NA	NA	NA	NA	M1551	NA	M1551	NA
2251	136	136	175	186	268	286	228	233	216	220	169	177	247	251	220	224	M809	F	Juv	2014	NA	NA	NA	M809	NA	M809	NA	NA
1129	136	138	186	188	268	286	229	231	211	216	169	173	243	255	220	220	PP1	F	Adult	2013	PP1	NA	PP1	NA	NA	PP1	PP1	NA
737	125	136	175	188	265	268	229	231	211	211	169	173	255	259	220	224	M1106	F	Adult	2013	M1106	M1106	NA	NA	NA	NA	M1106	M1106
3513	125	138	186	188	265	268	233	235	216	218	173	173	251	255	216	224	M831	F	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
3110	136	136	175	186	268	268	228	235	216	220	169	177	251	251	220	220	M809	F	Juv	2015	NA	NA	NA	NA	NA	M809	NA	NA
1370	136	138	184	184	268	286	229	229	214	218	169	173	243	255	216	220	CXSGT	M	Juv	2013	NA	CXSGT	CXSGT	CXSGT	NA	NA	NA	NA
2323	136	138	175	175	284	286	229	235	216	220	169	169	243	251	220	224	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
2423	136	138	175	175	268	286	239	239	216	218	169	169	251	263	216	220	M811	F	Adult	2015	NA	NA	NA	NA	M811	NA	NA	NA
100	136	138	175	186	265	290	229	237	216	220	169	173	234	255	216	220	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
3514	136	136	177	186	290	290	231	231	211	211	169	173	247	263	224	224	M831	M	Adult	2016	NA	NA	NA	NA	NA	NA	M831	NA
3421	125	136	184	188	286	288	228	229	216	220	169	169	247	255	212	212	M1979	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1979	M1979
1105	136	136	188	188	268	288	229	237	216	216	169	169	234	259	220	220	M809	F	Adult	2013	M809	NA	M809	NA	NA	NA	NA	NA
3757	136	136	186	190	284	290	235	239	211	216	169	177	238	251	216	228	M1106	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1106	NA
3043	138	138	183	190	268	288	228	235	211	218	169	181	243	251	220	228	M815	F	Adult	2015	NA	NA	NA	NA	M815	M815	M815	M815
1804	136	136	184	186	288	290	229	229	220	220	169	169	234	255	216	216	M1975	F	Adult	2014	NA	NA	M1975	M1975	NA	M1975	M1975	NA
585	136	136	186	186	288	290	231	239	211	216	169	169	247	255	216	220	M244	F	Adult	2013	M244	NA	M244	NA	M244	NA	M244	M244
128	136	136	186	188	265	288	233	235	216	216	169	169	247	259	224	228	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
2168	136	150	186	188	265	284	229	235	216	220	169	173	251	251	212	220	M1079	F	Juv	2014	NA	NA	NA	M1079	NA	NA	NA	NA
1863	125	142	186	188	265	265	231	235	216	216	169	169	243	243	216	220	M809	F	Adult	2014	NA	NA	M809	NA	NA	NA	NA	NA
1586	134	136	177	186	268	268	237	239	207	216	169	169	243	251	216	220	M1079	M	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
1034	136	136	188	188	290	290	233	235	216	216	169	173	251	251	216	220	M809	F	Adult	2013	M809	NA	NA	NA	NA	M809	M809	M809
304	136	136	184	188	268	288	228	233	216	216	165	173	247	259	220	224	M831	F	Adult	2013	M831	NA	M831	NA	NA	NA	NA	NA
3753	125	136	184	184	268	290	229	235	214	214	169	169	234	251	220	224	M1979	F	Adult	2016	NA	NA	NA	NA	NA	NA	M1979	NA
1614	136	148	188	188	288	288	241	241	216	216	169	169	251	251	224	224	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
4046	136	136	175	184	284	288	229	233	211	218	169	173	259	259	216	220	M1975	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1975
2387	136	138	175	177	268	288	228	233	210	218	169	173	243	259	216	232	M1551	M	Adult	2014	NA	NA	M1551	NA	NA	M1551	M1551	NA
846	136	136	175	188	265	268	235	241	211	211	173	177	238	251	224	224	M1551	M	Juv	2013	NA	M1551	NA	NA	NA	NA	NA	NA
1564	128	128	188	194	268	271	233	239	211	216	169	173	259	259	216	220	M1079	M	Adult	2013	M1079	NA	NA	NA	NA	NA	NA	NA
1899	136	138	186	186	268	268	237	241	211	220	169	177	247	247	220	220	M809	F	Adult	2014	NA	NA	M809	NA	NA	NA	NA	NA
2617	136	136	177	188	290	293	228	241	216	218	169	169	247	255	216	224	M1106	M	Adult	2015	NA	NA	NA	NA	M1106	NA	M1106	NA
1183	136	142	175	175	268	268	235	235	218	220	169	169	243	251	216	228	M813	M	Juv	2013	NA	M813	NA	NA	NA	M813	NA	NA
401	136	138	186	186	288	288	229	231	210	218	173	173	238	247	216	220	M1102	F	Juv	2013	NA	M1102	NA	NA	M1102	NA	M1102	M1102
1926	136	136	175	186	265	268	229	233	211	216	169	177	247	251	216	216	M831	F	Adult	2014	NA	NA	M831	NA	NA	M831	M831	NA
802	125	136	186	188	268	268	228	235	218	218	169	169	243	251	216	220	M815	F	Adult	2013	M815	M815	NA	M815	M815	M815	M815	M815
516	136	136	177	184	284	290	237	237	216	220	169	173	255	255	220	220	M244	F	Adult	2013	M244	NA	NA	NA	M244	NA	M244	NA
538	136	136	188	188	265	290	228	229	216	218	173	181	243	247	228	228	M811	M	Juv	2013	NA	M811	NA	NA	NA	NA	NA	NA
744	136	136	177	188	284	286	239	241	211	216	173	177	243	247	216	220	M1106	F	Adult	2013	M1106	M1106	PP3	M1106	PP3	M1106	M1106	M1106
1905	134	136	173	186	265	288	235	237	211	216	173	173	234	247	216	224	M813	F	Juv	2014	NA	NA	NA	M813	NA	NA	NA	NA
1775	136	142	183	186	288	290	229	235	211	211	169	173	251	251	216	232	M1106	M	Adult	2014	NA	NA	M1106	NA	NA	M1106	NA	NA
3980	136	136	188	188	268	288	229	241	216	220	169	169	251	251	216	216	M1551	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1551
832	136	136	175	175	268	288	231	233	211	218	169	169	259	259	216	220	M815	F	Juv	2013	NA	M815	M815	M815	M815	M815	NA	M815
136	136	136	175	177	268	290	229	233	216	218	169	173	251	255	220	232	M831	F	Adult	2013	M831	NA	M831	NA	M831	NA	M831	M831
924	136	136	186	188	286	290	228	229	216	220	169	173	251	255	216	228	M813	F	Adult	2013	M813	NA	NA	M813	M813	M813	M813	M813
3091	136	136	184	186	268	268	228	235	211	216	169	169	243	255	216	224	M244	F	Juv	2015	NA	NA	NA	NA	NA	M244	NA	NA
507	136	142	175	186	265	288	235	241	216	216	169	173	247	255	216	220	M244	F	Adult	2013	M244	M244	NA	M244	NA	M244	M244	M244
1031	136	138	177	188	268	288	224	237	216	216	169	169	251	251	220	224	PP1	F	Adult	2013	PP1	PP1	NA	NA	NA	PP1	NA	NA
468	136	138	177	186	265	290	229	231	216	216	169	169	255	259	224	232	M831	F	Juv	2013	NA	M831	M831	NA	NA	NA	NA	NA
2780	138	142	186	188	288	288	229	239	220	220	173	177	238	251	232	232	M1551	F	Juv	2015	NA	NA	NA	NA	NA	M1551	NA	NA
732	125	136	175	188	268	268	231	241	211	218	169	169	247	251	216	220	M244	F	Juv	2013	NA	M244	NA	NA	NA	NA	NA	NA
1928	134	138	186	188	268	268	228	231	216	216	169	173	247	259	224	232	M831	F	Adult	2014	NA	NA	M831	M831	M831	NA	NA	M831
3293	136	136	175	188	284	290	228	237	211	220	173	173	247	263	212	220	PP3	F	Adult	2015	NA	NA	NA	NA	PP3	NA	PP3	NA
51	134	136	177	188	268	286	233	239	216	220	173	181	243	251	232	232	M815	F	Adult	2013	M815	M815	NA	M815	M815	M815	M815	M815
2064	136	136	173	186	268	288	228	239	216	220	169	169	255	259	220	224	M1106	M	Juv	2014	NA	NA	NA	M1106	M1106	NA	NA	NA
3594	125	138	175	177	265	284	229	233	216	216	173	173	263	263	216	216	M244	F	Adult	2016	NA	NA	NA	NA	NA	NA	M244	NA
18	134	146	184	188	265	288	229	235	211	216	169	173	234	255	212	216	M1979	M	Adult	2013	M1979	M1979	M1979	M1979	NA	NA	NA	M1979
2054	136	136	175	186	284	290	235	237	211	216	169	173	251	259	220	224	M1106	F	Juv	2014	NA	NA	NA	M1106	PP3	M1106	M1106	M1106
467	148	148	177	188	290	290	229	233	216	216	169	169	247	255	216	216	M831	F	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
2130	136	136	175	177	288	288	233	241	216	216	169	169	255	263	216	224	M831	M	Adult	2014	NA	NA	M831	NA	M831	M831	M831	M831
1577	136	136	186	186	268	284	237	239	210	220	169	169	251	255	216	228	M1079	M	Juv	2013	NA	M1079	NA	NA	NA	NA	NA	NA
1751	136	146	183	186	290	290	237	241	211	216	173	177	238	243	216	224	M813	F	Adult	2014	NA	NA	M813	M813	M813	NA	M813	M813
587	136	142	186	186	288	290	239	241	216	226	169	177	247	255	216	220	M244	F	Adult	2013	M244	M244	M244	NA	M244	NA	M244	NA
2653	136	138	188	188	265	288	229	229	216	218	169	173	238	247	212	224	PP1	F	Juv	2015	NA	NA	NA	NA	NA	PP1	NA	NA
753	136	136	183	190	288	290	229	239	216	216	169	173	243	251	220	224	M1106	F	Adult	2013	M1106	M1106	M1106	M1106	M1106	NA	M1106	M1106
1683	136	136	186	188	268	290	231	241	220	220	169	173	238	251	228	228	M813	F	Adult	2014	NA	NA	M813	M813	NA	NA	NA	NA
3377	136	136	184	184	268	288	229	229	216	218	169	177	255	259	220	232	M1079	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1079
853	136	136	175	188	268	268	231	231	211	218	169	169	251	251	216	220	M244	F	Juv	2013	NA	M244	NA	NA	NA	NA	NA	NA
1809	136	136	177	188	268	288	235	237	216	216	169	169	251	251	232	232	M811	F	Adult	2014	NA	NA	M811	NA	NA	NA	NA	NA
2581	134	146	173	186	268	288	228	235	216	218	169	177	234	259	216	216	M1979	F	Adult	2015	NA	NA	NA	NA	M1979	NA	NA	NA
590	136	136	183	186	268	286	231	233	211	211	169	173	247	251	220	220	M244	M	Adult	2013	M244	NA	NA	NA	NA	NA	NA	NA
1209	136	136	177	188	265	265	233	233	211	211	169	169	251	251	220	220	M1113	F	Juv	2013	NA	M1113	NA	NA	NA	NA	NA	NA
755	136	136	175	186	268	286	228	229	207	218	169	173	243	243	220	220	M1106	M	Adult	2013	M1106	NA	NA	NA	NA	NA	NA	NA
3108	136	142	175	186	265	265	231	241	216	220	169	181	238	261	220	228	M809	F	Juv	2015	NA	NA	NA	NA	NA	M809	NA	NA
456	136	136	175	186	268	288	239	241	211	220	169	173	251	255	216	220	M831	F	Juv	2013	NA	M831	M831	NA	NA	NA	NA	NA
2148	136	136	175	177	268	268	228	239	216	216	169	169	243	247	224	224	M1112	F	Juv	2014	NA	NA	NA	M1112	NA	NA	NA	NA
446	136	136	186	186	284	288	231	233	218	218	169	173	255	263	220	224	PP1	F	Adult	2013	PP1	NA	NA	NA	NA	NA	NA	NA
1557	136	142	175	188	268	288	228	229	216	216	173	173	234	251	216	220	M831	M	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
1503	125	136	173	175	268	290	231	235	207	216	169	169	251	251	224	232	PP1	F	Adult	2013	PP1	NA	NA	NA	NA	NA	PP1	NA
2583	136	138	175	177	268	268	233	237	211	220	169	177	238	263	216	224	PP3	F	Adult	2015	NA	NA	NA	NA	M1106	PP3	PP3	M1106
2508	136	136	175	190	265	284	237	239	216	218	169	173	255	259	216	224	M1113	F	Adult	2015	NA	NA	NA	NA	M1113	M1113	NA	M1113
297	136	136	177	186	286	288	233	235	216	220	173	173	247	255	224	224	M831	F	Adult	2013	M831	NA	M831	NA	NA	NA	NA	NA
3728	125	136	175	175	265	288	228	235	216	220	169	169	251	263	220	236	M809	F	Adult	2016	NA	NA	NA	NA	NA	NA	M809	NA
3406	136	136	177	186	268	288	229	229	216	216	169	173	243	255	220	224	M813	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M813
747	136	136	183	186	268	288	229	233	216	218	169	173	238	251	220	220	M1106	F	Adult	2013	M1106	NA	NA	NA	PP3	M1106	PP3	M1106
3358	136	136	175	186	265	268	229	235	210	211	169	177	251	251	216	216	M1079	M	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1079
255	136	136	184	190	288	290	233	235	216	220	169	173	247	251	220	224	M831	F	Adult	2013	M831	M831	M831	M831	NA	M831	NA	NA
2269	136	138	188	190	286	290	233	233	220	220	165	169	251	255	224	224	M1551	F	Juv	2014	NA	NA	NA	M1551	M1551	NA	M1551	M1551
783	136	136	175	186	265	286	231	237	216	220	169	169	234	251	216	220	M815	F	Adult	2013	M815	NA	M815	NA	M815	NA	M815	M815
3916	136	136	184	188	268	288	229	239	210	211	169	177	243	243	216	224	M1079	M	Adult	2016	NA	NA	NA	NA	NA	NA	M1079	NA
620	125	136	177	188	268	268	241	241	211	216	173	177	243	243	216	220	M1551	F	Adult	2013	M1551	NA	NA	NA	NA	NA	NA	NA
3732	136	136	177	188	288	290	231	233	211	220	169	169	247	255	216	220	M1112	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M1112
2360	136	148	183	186	265	268	231	241	216	216	169	169	247	255	216	220	M244	M	Adult	2014	NA	NA	M244	NA	NA	NA	NA	NA
805	125	136	175	177	288	290	231	235	211	218	169	169	243	259	216	220	M815	F	Juv	2013	NA	M815	M815	NA	NA	NA	NA	NA
1158	134	138	175	186	265	268	229	231	216	216	169	177	247	251	220	232	M831	M	Juv	2013	NA	M831	NA	NA	NA	NA	NA	NA
3719	125	125	175	177	268	268	233	235	220	228	173	173	263	263	216	220	M244	F	Juv	2016	NA	NA	NA	NA	NA	NA	NA	M244
2513	136	136	186	188	288	288	231	235	211	218	169	173	251	251	212	220	PP1	F	Adult	2015	NA	NA	NA	NA	PP1	NA	PP1	NA
1908	136	136	175	190	265	288	228	241	216	216	169	169	255	255	224	224	M813	F	Adult	2014	NA	NA	M813	M813	NA	NA	M813	NA
691	136	136	183	186	268	288	229	233	216	218	173	173	238	251	220	224	M1106	F	Adult	2013	M1106	NA	NA	NA	NA	NA	NA	NA
1245	136	136	188	188	265	268	228	237	211	220	169	169	247	255	216	220	M809	F	Juv	2013	NA	M809	NA	M809	NA	NA	NA	NA
1621	136	138	175	177	268	288	233	237	216	220	169	169	255	267	216	224	M831	F	Adult	2013	M831	NA	NA	NA	NA	NA	NA	NA
